Delta = 1.224e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-06      4.00162e-03       6.40139e-03       4.80154e-03
    2  2.00e-06      7.53781e-03       9.31239e-03       8.12934e-03
    3  3.00e-06      9.11263e-03       1.50993e-02       1.11082e-02
    4  4.00e-06      1.41929e-02       1.81235e-02       1.55031e-02
    5  5.00e-06      1.61480e-02       1.80432e-02       1.67797e-02
    6  6.00e-06      1.78628e-02       2.38766e-02       1.98674e-02
    7  7.00e-06      2.18019e-02       2.84905e-02       2.40314e-02
    8  8.00e-06      2.44353e-02       3.36682e-02       2.75130e-02
    9  9.00e-06      2.84662e-02       3.99042e-02       3.22788e-02
   10  1.00e-05      3.14171e-02       4.68534e-02       3.65625e-02
   11  1.10e-05      3.40294e-02       3.98072e-02       3.59553e-02
   12  1.20e-05      3.47650e-02       6.84477e-02       4.59926e-02
   13  1.30e-05      3.80069e-02       5.03307e-02       4.21148e-02
   14  1.40e-05      4.34439e-02       6.69202e-02       5.12693e-02
   15  1.50e-05      4.66084e-02       7.86696e-02       5.72955e-02
   16  1.60e-05      5.07211e-02       7.82732e-02       5.99051e-02
   17  1.70e-05      5.70847e-02       9.62170e-02       7.01288e-02
   18  1.80e-05      6.01115e-02       9.18728e-02       7.06986e-02
   19  1.90e-05      6.21603e-02       1.01839e-01       7.53866e-02
   20  2.00e-05      6.73808e-02       1.03815e-01       7.95256e-02
   21  2.10e-05      6.99172e-02       7.86419e-02       7.28254e-02
   22  2.20e-05      7.16140e-02       1.12032e-01       8.50866e-02
   23  2.30e-05      7.46618e-02       1.11418e-01       8.69138e-02
   24  2.40e-05      7.79959e-02       9.22813e-02       8.27577e-02
   25  2.50e-05      8.07501e-02       9.18883e-02       8.44628e-02
   26  2.60e-05      8.37736e-02       1.04516e-01       9.06877e-02
   27  2.70e-05      9.30793e-02       1.25143e-01       1.03767e-01
   28  2.80e-05      9.57182e-02       1.02586e-01       9.80076e-02
   29  2.90e-05      9.70984e-02       1.32357e-01       1.08851e-01
   30  3.00e-05      9.83277e-02       1.37265e-01       1.11307e-01
   31  3.10e-05      1.04476e-01       1.26017e-01       1.11657e-01
   32  3.20e-05      1.07932e-01       1.35879e-01       1.17248e-01
   33  3.30e-05      1.10839e-01       1.50439e-01       1.24039e-01
   34  3.40e-05      1.15544e-01       1.62451e-01       1.31179e-01
   35  3.50e-05      1.18186e-01       1.69889e-01       1.35421e-01
   36  3.60e-05      1.21724e-01       1.75184e-01       1.39544e-01
   37  3.70e-05      1.21837e-01       1.60460e-01       1.34711e-01
   38  3.80e-05      1.24690e-01       1.76126e-01       1.41835e-01
   39  3.90e-05      1.25704e-01       1.58791e-01       1.36733e-01
   40  4.00e-05      1.25166e-01       1.58463e-01       1.36265e-01
   41  4.10e-05      1.29858e-01       1.74360e-01       1.44692e-01
   42  4.20e-05      1.30888e-01       1.73972e-01       1.45249e-01
   43  4.30e-05      1.33023e-01       1.58858e-01       1.41634e-01
   44  4.40e-05      1.39438e-01       1.75024e-01       1.51300e-01
   45  4.50e-05      1.40388e-01       1.78351e-01       1.53042e-01
   46  4.60e-05      1.38047e-01       1.84509e-01       1.53535e-01
   47  4.70e-05      1.37452e-01       1.84664e-01       1.53189e-01
   48  4.80e-05      1.39554e-01       1.91081e-01       1.56730e-01
   49  4.90e-05      1.42935e-01       1.93060e-01       1.59643e-01
   50  5.00e-05      1.45418e-01       1.67116e-01       1.52651e-01
   51  5.10e-05      1.49193e-01       1.73346e-01       1.57244e-01
   52  5.20e-05      1.54306e-01       1.53799e-01       1.54137e-01
   53  5.30e-05      1.51871e-01       1.66849e-01       1.56864e-01
   54  5.40e-05      1.51641e-01       1.70918e-01       1.58067e-01
   55  5.50e-05      1.57709e-01       2.14247e-01       1.76555e-01
   56  5.60e-05      1.60561e-01       2.02781e-01       1.74634e-01
   57  5.70e-05      1.66314e-01       1.54135e-01       1.62255e-01
   58  5.80e-05      1.72896e-01       2.01059e-01       1.82283e-01
   59  5.90e-05      1.73491e-01       1.68931e-01       1.71971e-01
   60  6.00e-05      1.80740e-01       1.96722e-01       1.86067e-01
   61  6.10e-05      1.84924e-01       1.81162e-01       1.83670e-01
   62  6.20e-05      1.83972e-01       1.89747e-01       1.85897e-01
   63  6.30e-05      1.86612e-01       1.78279e-01       1.83834e-01
   64  6.40e-05      1.93862e-01       2.09214e-01       1.98979e-01
   65  6.50e-05      1.93094e-01       2.10170e-01       1.98786e-01
   66  6.60e-05      1.92830e-01       2.04902e-01       1.96854e-01
   67  6.70e-05      1.97885e-01       2.19240e-01       2.05003e-01
   68  6.80e-05      1.99839e-01       1.89685e-01       1.96454e-01
   69  6.90e-05      2.03757e-01       2.15071e-01       2.07529e-01
   70  7.00e-05      2.08890e-01       2.22555e-01       2.13445e-01
   71  7.10e-05      2.08348e-01       2.29521e-01       2.15406e-01
   72  7.20e-05      2.23754e-01       1.99177e-01       2.15562e-01
   73  7.30e-05      2.25629e-01       2.31818e-01       2.27692e-01
   74  7.40e-05      2.25115e-01       2.55016e-01       2.35082e-01
   75  7.50e-05      2.32962e-01       2.41143e-01       2.35689e-01
   76  7.60e-05      2.33794e-01       2.19183e-01       2.28924e-01
   77  7.70e-05      2.40309e-01       2.32626e-01       2.37748e-01
   78  7.80e-05      2.50282e-01       2.25023e-01       2.41863e-01
   79  7.90e-05      2.60588e-01       2.34358e-01       2.51845e-01
   80  8.00e-05      2.65323e-01       2.28002e-01       2.52883e-01
   81  8.10e-05      2.66203e-01       2.24221e-01       2.52209e-01
   82  8.20e-05      2.74907e-01       2.73128e-01       2.74314e-01
   83  8.30e-05      2.73696e-01       2.19892e-01       2.55761e-01
   84  8.40e-05      2.81726e-01       2.32150e-01       2.65201e-01
   85  8.50e-05      2.90686e-01       2.78781e-01       2.86718e-01
   86  8.60e-05      2.87894e-01       2.34813e-01       2.70200e-01
   87  8.70e-05      2.89425e-01       2.07924e-01       2.62258e-01
   88  8.80e-05      2.92926e-01       2.58199e-01       2.81350e-01
   89  8.90e-05      3.00234e-01       2.49922e-01       2.83463e-01
   90  9.00e-05      3.02033e-01       2.59393e-01       2.87820e-01
   91  9.10e-05      3.03796e-01       2.17300e-01       2.74964e-01
   92  9.20e-05      3.03236e-01       2.35239e-01       2.80570e-01
   93  9.30e-05      3.06854e-01       2.47309e-01       2.87006e-01
   94  9.40e-05      3.09888e-01       2.57321e-01       2.92365e-01
   95  9.50e-05      3.09989e-01       2.51986e-01       2.90655e-01
   96  9.60e-05      3.09422e-01       2.40712e-01       2.86519e-01
   97  9.70e-05      3.09604e-01       2.35835e-01       2.85014e-01
   98  9.80e-05      3.07163e-01       2.40853e-01       2.85060e-01
   99  9.90e-05      3.06984e-01       2.63101e-01       2.92356e-01
  100  1.00e-04      3.12080e-01       2.47058e-01       2.90406e-01
  101  1.01e-04      3.08577e-01       2.46375e-01       2.87843e-01
  102  1.02e-04      3.07024e-01       2.48583e-01       2.87544e-01
  103  1.03e-04      3.09555e-01       2.38597e-01       2.85902e-01
  104  1.04e-04      3.14325e-01       2.60275e-01       2.96308e-01
  105  1.05e-04      3.23158e-01       2.42533e-01       2.96283e-01
  106  1.06e-04      3.24881e-01       2.20520e-01       2.90094e-01
  107  1.07e-04      3.34799e-01       2.37304e-01       3.02301e-01
  108  1.08e-04      3.40460e-01       2.80923e-01       3.20614e-01
  109  1.09e-04      3.48831e-01       2.62097e-01       3.19919e-01
  110  1.10e-04      3.47989e-01       2.75899e-01       3.23959e-01
  111  1.11e-04      3.47816e-01       2.61176e-01       3.18936e-01
  112  1.12e-04      3.48642e-01       2.87684e-01       3.28322e-01
  113  1.13e-04      3.54847e-01       2.73208e-01       3.27634e-01
  114  1.14e-04      3.46026e-01       2.65254e-01       3.19102e-01
  115  1.15e-04      3.49029e-01       2.41575e-01       3.13211e-01
  116  1.16e-04      3.49503e-01       2.70187e-01       3.23064e-01
  117  1.17e-04      3.55682e-01       2.44371e-01       3.18579e-01
  118  1.18e-04      3.55766e-01       2.61089e-01       3.24207e-01
  119  1.19e-04      3.57629e-01       3.30198e-01       3.48485e-01
  120  1.20e-04      3.54104e-01       2.71846e-01       3.26685e-01
  121  1.21e-04      3.54224e-01       2.70601e-01       3.26350e-01
  122  1.22e-04      3.53992e-01       2.83676e-01       3.30553e-01
  123  1.23e-04      3.55884e-01       2.83840e-01       3.31869e-01
  124  1.24e-04      3.58035e-01       2.13609e-01       3.09893e-01
  125  1.25e-04      3.62680e-01       2.66668e-01       3.30676e-01
  126  1.26e-04      3.65677e-01       2.32296e-01       3.21216e-01
  127  1.27e-04      3.72220e-01       2.78830e-01       3.41090e-01
  128  1.28e-04      3.83452e-01       2.94919e-01       3.53941e-01
  129  1.29e-04      3.94542e-01       2.91869e-01       3.60318e-01
  130  1.30e-04      3.96387e-01       2.66930e-01       3.53235e-01
  131  1.31e-04      4.08409e-01       2.41005e-01       3.52608e-01
  132  1.32e-04      4.04165e-01       2.81396e-01       3.63242e-01
  133  1.33e-04      4.13894e-01       2.57255e-01       3.61681e-01
  134  1.34e-04      4.09335e-01       2.66583e-01       3.61751e-01
  135  1.35e-04      4.13157e-01       2.84498e-01       3.70270e-01
