Delta = -1.579e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-05      3.43888e-02       4.22238e-02       3.70005e-02
    2  2.00e-05      6.70936e-02       7.28632e-02       6.90168e-02
    3  3.00e-05      1.14941e-01       1.23576e-01       1.17820e-01
    4  4.00e-05      1.40135e-01       1.62210e-01       1.47493e-01
    5  5.00e-05      1.75675e-01       1.70654e-01       1.74001e-01
    6  6.00e-05      2.07067e-01       1.76172e-01       1.96769e-01
    7  7.00e-05      2.68932e-01       2.10197e-01       2.49354e-01
    8  8.00e-05      2.90676e-01       1.95401e-01       2.58917e-01
    9  9.00e-05      2.95794e-01       2.10744e-01       2.67444e-01
   10  1.00e-04      3.40005e-01       2.06412e-01       2.95474e-01
   11  1.10e-04      3.82427e-01       2.35912e-01       3.33589e-01
   12  1.20e-04      4.14325e-01       2.28496e-01       3.52382e-01
   13  1.30e-04      4.37181e-01       2.71202e-01       3.81854e-01
   14  1.40e-04      4.92071e-01       3.07490e-01       4.30544e-01
   15  1.50e-04      5.34211e-01       2.36792e-01       4.35071e-01
   16  1.60e-04      5.53978e-01       2.71492e-01       4.59816e-01
   17  1.70e-04      5.94186e-01       2.72048e-01       4.86807e-01
   18  1.80e-04      6.20191e-01       2.98197e-01       5.12860e-01
   19  1.90e-04      6.42832e-01       3.53596e-01       5.46420e-01
   20  2.00e-04      6.57468e-01       2.87920e-01       5.34286e-01
   21  2.10e-04      7.34147e-01       2.79957e-01       5.82750e-01
   22  2.20e-04      7.60213e-01       2.78398e-01       5.99608e-01
   23  2.30e-04      7.83292e-01       3.36247e-01       6.34277e-01
   24  2.40e-04      8.38304e-01       3.07850e-01       6.61486e-01
   25  2.50e-04      8.53148e-01       2.94026e-01       6.66774e-01
   26  2.60e-04      8.62016e-01       3.01391e-01       6.75141e-01
   27  2.70e-04      9.02601e-01       2.41459e-01       6.82220e-01
   28  2.80e-04      9.41065e-01       3.23756e-01       7.35295e-01
   29  2.90e-04      9.65794e-01       2.66560e-01       7.32716e-01
   30  3.00e-04      9.64044e-01       3.18813e-01       7.48967e-01
   31  3.10e-04      9.93982e-01       2.73592e-01       7.53852e-01
   32  3.20e-04      1.02223e+00       2.55346e-01       7.66599e-01
   33  3.30e-04      1.06560e+00       2.23492e-01       7.84900e-01
   34  3.40e-04      1.16391e+00       3.04371e-01       8.77397e-01
   35  3.50e-04      1.18634e+00       2.32356e-01       8.68345e-01
   36  3.60e-04      1.16932e+00       2.73140e-01       8.70596e-01
   37  3.70e-04      1.19553e+00       2.47883e-01       8.79647e-01
   38  3.80e-04      1.16794e+00       2.87107e-01       8.74330e-01
   39  3.90e-04      1.20276e+00       2.79365e-01       8.94959e-01
   40  4.00e-04      1.21951e+00       2.55771e-01       8.98263e-01
   41  4.10e-04      1.26214e+00       2.43012e-01       9.22432e-01
   42  4.20e-04      1.31741e+00       2.48665e-01       9.61162e-01
   43  4.30e-04      1.36005e+00       3.49428e-01       1.02318e+00
   44  4.40e-04      1.41957e+00       3.02749e-01       1.04730e+00
