Delta = 1.184e+00 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-06      3.37613e-03       4.67982e-03       3.81070e-03
    2  2.00e-06      6.54766e-03       7.63042e-03       6.90858e-03
    3  3.00e-06      1.11047e-02       1.38757e-02       1.20283e-02
    4  4.00e-06      1.45263e-02       1.72234e-02       1.54253e-02
    5  5.00e-06      1.81222e-02       2.56003e-02       2.06149e-02
    6  6.00e-06      2.13435e-02       2.65930e-02       2.30934e-02
    7  7.00e-06      2.39740e-02       3.15392e-02       2.64958e-02
    8  8.00e-06      2.61819e-02       2.94463e-02       2.72700e-02
    9  9.00e-06      2.90445e-02       3.96008e-02       3.25632e-02
   10  1.00e-05      3.07217e-02       4.05355e-02       3.39930e-02
   11  1.10e-05      3.38953e-02       5.04893e-02       3.94267e-02
   12  1.20e-05      3.79410e-02       5.41610e-02       4.33477e-02
   13  1.30e-05      4.09419e-02       5.13415e-02       4.44084e-02
   14  1.40e-05      4.61580e-02       5.26364e-02       4.83174e-02
   15  1.50e-05      4.88450e-02       5.58194e-02       5.11698e-02
   16  1.60e-05      5.39491e-02       6.53634e-02       5.77539e-02
   17  1.70e-05      5.78375e-02       6.06647e-02       5.87799e-02
   18  1.80e-05      6.36960e-02       7.01141e-02       6.58354e-02
   19  1.90e-05      6.57457e-02       8.89621e-02       7.34845e-02
   20  2.00e-05      6.93278e-02       7.10729e-02       6.99095e-02
   21  2.10e-05      7.11679e-02       9.70192e-02       7.97850e-02
   22  2.20e-05      6.99779e-02       7.15857e-02       7.05139e-02
   23  2.30e-05      7.32352e-02       9.07681e-02       7.90795e-02
   24  2.40e-05      7.67117e-02       8.46786e-02       7.93673e-02
   25  2.50e-05      7.95173e-02       1.00738e-01       8.65907e-02
   26  2.60e-05      8.33609e-02       9.80733e-02       8.82650e-02
   27  2.70e-05      9.30769e-02       1.06404e-01       9.75193e-02
   28  2.80e-05      9.43287e-02       1.22312e-01       1.03656e-01
   29  2.90e-05      9.88706e-02       1.15196e-01       1.04313e-01
   30  3.00e-05      1.02446e-01       1.09207e-01       1.04700e-01
   31  3.10e-05      1.06896e-01       1.27980e-01       1.13924e-01
   32  3.20e-05      1.05885e-01       1.06327e-01       1.06033e-01
   33  3.30e-05      1.06993e-01       1.01879e-01       1.05288e-01
   34  3.40e-05      1.12130e-01       1.13208e-01       1.12490e-01
   35  3.50e-05      1.16768e-01       1.13922e-01       1.15819e-01
   36  3.60e-05      1.18349e-01       1.35477e-01       1.24058e-01
   37  3.70e-05      1.23619e-01       1.33348e-01       1.26862e-01
   38  3.80e-05      1.26316e-01       1.37641e-01       1.30091e-01
   39  3.90e-05      1.26109e-01       1.64021e-01       1.38747e-01
   40  4.00e-05      1.32033e-01       1.28915e-01       1.30994e-01
   41  4.10e-05      1.36160e-01       1.54916e-01       1.42412e-01
   42  4.20e-05      1.42284e-01       1.29182e-01       1.37917e-01
