Delta = 2.041e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-06      3.16873e-03       3.23797e-03       3.19181e-03
    2  2.00e-06      8.57794e-03       1.21614e-02       9.77241e-03
    3  3.00e-06      1.25211e-02       9.78709e-03       1.16097e-02
    4  4.00e-06      1.61073e-02       1.89696e-02       1.70614e-02
    5  5.00e-06      2.02011e-02       1.91828e-02       1.98616e-02
    6  6.00e-06      2.32756e-02       2.65304e-02       2.43605e-02
    7  7.00e-06      2.45941e-02       3.14024e-02       2.68635e-02
    8  8.00e-06      2.94217e-02       3.12115e-02       3.00183e-02
    9  9.00e-06      3.57192e-02       4.76808e-02       3.97064e-02
   10  1.00e-05      4.10919e-02       4.13383e-02       4.11740e-02
   11  1.10e-05      4.26370e-02       5.21622e-02       4.58120e-02
   12  1.20e-05      4.53240e-02       5.50551e-02       4.85677e-02
   13  1.30e-05      4.72617e-02       6.24481e-02       5.23238e-02
   14  1.40e-05      4.97743e-02       5.81958e-02       5.25815e-02
   15  1.50e-05      5.46071e-02       7.77381e-02       6.23174e-02
   16  1.60e-05      5.82614e-02       7.92625e-02       6.52618e-02
   17  1.70e-05      6.04395e-02       9.16491e-02       7.08427e-02
   18  1.80e-05      6.27684e-02       7.16877e-02       6.57415e-02
   19  1.90e-05      6.57761e-02       8.86712e-02       7.34078e-02
   20  2.00e-05      7.32606e-02       1.00009e-01       8.21769e-02
   21  2.10e-05      7.66936e-02       8.14259e-02       7.82711e-02
   22  2.20e-05      7.96302e-02       1.06604e-01       8.86216e-02
   23  2.30e-05      8.43170e-02       1.20898e-01       9.65106e-02
   24  2.40e-05      8.75414e-02       1.13378e-01       9.61537e-02
   25  2.50e-05      9.11592e-02       1.26944e-01       1.03088e-01
   26  2.60e-05      9.50352e-02       1.39681e-01       1.09917e-01
   27  2.70e-05      9.72718e-02       1.32955e-01       1.09166e-01
   28  2.80e-05      9.86373e-02       1.34723e-01       1.10666e-01
   29  2.90e-05      1.06750e-01       1.35689e-01       1.16396e-01
   30  3.00e-05      1.03727e-01       1.51403e-01       1.19619e-01
   31  3.10e-05      1.03209e-01       1.48517e-01       1.18312e-01
   32  3.20e-05      1.07140e-01       1.27434e-01       1.13905e-01
   33  3.30e-05      1.06171e-01       1.54909e-01       1.22417e-01
   34  3.40e-05      1.10284e-01       1.48346e-01       1.22971e-01
   35  3.50e-05      1.14875e-01       1.35938e-01       1.21896e-01
   36  3.60e-05      1.19874e-01       1.39143e-01       1.26297e-01
   37  3.70e-05      1.29533e-01       1.49611e-01       1.36226e-01
   38  3.80e-05      1.37450e-01       1.42379e-01       1.39093e-01
   39  3.90e-05      1.39838e-01       1.45219e-01       1.41631e-01
   40  4.00e-05      1.41745e-01       1.69247e-01       1.50912e-01
   41  4.10e-05      1.48125e-01       1.76887e-01       1.57712e-01
   42  4.20e-05      1.49465e-01       1.67621e-01       1.55517e-01
   43  4.30e-05      1.51313e-01       1.70258e-01       1.57628e-01
   44  4.40e-05      1.51722e-01       1.73362e-01       1.58935e-01
   45  4.50e-05      1.58432e-01       1.62245e-01       1.59703e-01
   46  4.60e-05      1.57879e-01       1.57597e-01       1.57785e-01
   47  4.70e-05      1.61743e-01       1.81008e-01       1.68164e-01
   48  4.80e-05      1.65211e-01       1.66052e-01       1.65491e-01
   49  4.90e-05      1.65652e-01       1.89744e-01       1.73683e-01
   50  5.00e-05      1.68174e-01       1.66463e-01       1.67603e-01
   51  5.10e-05      1.72250e-01       1.81221e-01       1.75240e-01
   52  5.20e-05      1.78768e-01       1.97662e-01       1.85066e-01
   53  5.30e-05      1.80308e-01       1.63521e-01       1.74712e-01
   54  5.40e-05      1.82610e-01       1.82193e-01       1.82471e-01
   55  5.50e-05      1.88493e-01       1.56349e-01       1.77778e-01
   56  5.60e-05      1.95825e-01       2.00001e-01       1.97217e-01
   57  5.70e-05      1.99493e-01       1.77512e-01       1.92166e-01
   58  5.80e-05      2.06387e-01       1.69788e-01       1.94188e-01
