Delta = 5.789e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-05      3.69953e-02       5.42194e-02       4.27366e-02
    2  2.00e-05      7.14698e-02       1.03067e-01       8.20021e-02
    3  3.00e-05      9.50569e-02       1.40433e-01       1.10182e-01
    4  4.00e-05      1.18837e-01       1.61487e-01       1.33054e-01
    5  5.00e-05      1.65588e-01       2.05705e-01       1.78961e-01
    6  6.00e-05      1.88108e-01       2.00993e-01       1.92403e-01
    7  7.00e-05      2.23618e-01       1.80934e-01       2.09390e-01
    8  8.00e-05      2.56738e-01       2.39700e-01       2.51058e-01
    9  9.00e-05      2.95708e-01       2.24099e-01       2.71839e-01
   10  1.00e-04      3.31277e-01       2.61037e-01       3.07863e-01
   11  1.10e-04      3.72942e-01       2.25421e-01       3.23768e-01
   12  1.20e-04      4.23682e-01       2.62225e-01       3.69863e-01
   13  1.30e-04      4.74539e-01       2.85236e-01       4.11438e-01
   14  1.40e-04      4.98663e-01       2.51384e-01       4.16236e-01
   15  1.50e-04      5.49282e-01       3.12948e-01       4.70504e-01
   16  1.60e-04      5.78702e-01       2.55786e-01       4.71063e-01
   17  1.70e-04      6.11114e-01       2.32775e-01       4.85001e-01
   18  1.80e-04      6.31670e-01       2.50870e-01       5.04737e-01
   19  1.90e-04      6.74838e-01       3.08095e-01       5.52590e-01
   20  2.00e-04      7.13497e-01       3.33669e-01       5.86887e-01
   21  2.10e-04      7.50435e-01       3.02056e-01       6.00975e-01
   22  2.20e-04      8.13622e-01       3.19484e-01       6.48909e-01
   23  2.30e-04      8.34273e-01       3.15581e-01       6.61376e-01
   24  2.40e-04      8.70967e-01       2.96095e-01       6.79343e-01
   25  2.50e-04      9.24233e-01       3.65071e-01       7.37846e-01
   26  2.60e-04      1.00303e+00       2.74308e-01       7.60120e-01
   27  2.70e-04      1.01062e+00       2.50149e-01       7.57128e-01
   28  2.80e-04      1.06669e+00       2.36371e-01       7.89914e-01
   29  2.90e-04      1.03566e+00       2.38711e-01       7.70012e-01
   30  3.00e-04      1.09076e+00       2.33256e-01       8.04924e-01
   31  3.10e-04      1.09228e+00       3.15355e-01       8.33308e-01
   32  3.20e-04      1.13379e+00       2.66148e-01       8.44577e-01
   33  3.30e-04      1.17063e+00       3.06734e-01       8.82665e-01
   34  3.40e-04      1.20592e+00       2.89010e-01       9.00283e-01
   35  3.50e-04      1.20907e+00       2.71376e-01       8.96508e-01
   36  3.60e-04      1.25313e+00       2.41929e-01       9.16065e-01
   37  3.70e-04      1.29679e+00       2.50522e-01       9.48035e-01
   38  3.80e-04      1.34136e+00       2.34863e-01       9.72527e-01
   39  3.90e-04      1.35419e+00       2.39824e-01       9.82737e-01
   40  4.00e-04      1.39781e+00       2.82047e-01       1.02589e+00
   41  4.10e-04      1.48667e+00       2.59990e-01       1.07778e+00
   42  4.20e-04      1.51858e+00       2.52241e-01       1.09646e+00
   43  4.30e-04      1.59463e+00       2.71667e-01       1.15364e+00
   44  4.40e-04      1.55583e+00       2.68400e-01       1.12668e+00
   45  4.50e-04      1.62457e+00       2.92980e-01       1.18071e+00
   46  4.60e-04      1.69054e+00       3.18482e-01       1.23319e+00
   47  4.70e-04      1.71606e+00       2.71338e-01       1.23448e+00
   48  4.80e-04      1.80325e+00       3.11941e-01       1.30615e+00
   49  4.90e-04      1.80429e+00       2.92074e-01       1.30022e+00
   50  5.00e-04      1.86660e+00       2.63476e-01       1.33222e+00
   51  5.10e-04      1.92660e+00       2.88257e-01       1.38049e+00
   52  5.20e-04      1.94516e+00       2.86195e-01       1.39217e+00
   53  5.30e-04      2.01217e+00       3.15006e-01       1.44645e+00
   54  5.40e-04      2.08342e+00       2.61238e-01       1.47602e+00
   55  5.50e-04      2.16217e+00       3.14629e-01       1.54632e+00
   56  5.60e-04      2.21522e+00       2.73365e-01       1.56793e+00
   57  5.70e-04      2.25478e+00       3.37599e-01       1.61572e+00
   58  5.80e-04      2.27267e+00       3.23849e-01       1.62306e+00
   59  5.90e-04      2.26278e+00       3.08113e-01       1.61123e+00
   60  6.00e-04      2.36231e+00       3.51766e-01       1.69213e+00
   61  6.10e-04      2.34741e+00       2.92090e-01       1.66230e+00
   62  6.20e-04      2.38642e+00       2.87912e-01       1.68691e+00
   63  6.30e-04      2.38477e+00       2.46704e-01       1.67208e+00
   64  6.40e-04      2.46301e+00       3.28844e-01       1.75162e+00
   65  6.50e-04      2.50712e+00       3.43071e-01       1.78577e+00
   66  6.60e-04      2.56798e+00       3.58027e-01       1.83133e+00
   67  6.70e-04      2.58301e+00       3.14419e-01       1.82681e+00
   68  6.80e-04      2.63509e+00       3.00347e-01       1.85684e+00
   69  6.90e-04      2.70529e+00       3.60138e-01       1.92357e+00
   70  7.00e-04      2.71823e+00       3.36754e-01       1.92440e+00
   71  7.10e-04      2.78898e+00       3.35495e-01       1.97115e+00
   72  7.20e-04      2.73754e+00       3.74466e-01       1.94985e+00
   73  7.30e-04      2.69858e+00       3.12879e-01       1.90334e+00
   74  7.40e-04      2.75005e+00       3.30024e-01       1.94337e+00
   75  7.50e-04      2.90096e+00       2.82853e-01       2.02826e+00
   76  7.60e-04      3.01907e+00       3.60266e-01       2.13280e+00
   77  7.70e-04      3.04245e+00       3.20241e-01       2.13505e+00
   78  7.80e-04      2.98781e+00       2.90347e-01       2.08866e+00
   79  7.90e-04      3.03717e+00       2.85934e-01       2.12009e+00
   80  8.00e-04      3.05629e+00       3.28552e-01       2.14704e+00
   81  8.10e-04      3.12854e+00       2.75302e-01       2.17746e+00
   82  8.20e-04      3.10776e+00       2.39611e-01       2.15171e+00
   83  8.30e-04      3.17728e+00       3.17165e-01       2.22391e+00
   84  8.40e-04      3.18680e+00       3.11489e-01       2.22836e+00
   85  8.50e-04      3.23747e+00       3.13081e-01       2.26267e+00
   86  8.60e-04      3.21122e+00       2.67275e-01       2.22990e+00
   87  8.70e-04      3.22389e+00       3.20563e-01       2.25611e+00
   88  8.80e-04      3.25996e+00       2.74005e-01       2.26464e+00
   89  8.90e-04      3.21267e+00       3.22581e-01       2.24931e+00
   90  9.00e-04      3.30440e+00       3.18488e-01       2.30910e+00
   91  9.10e-04      3.40357e+00       2.37433e-01       2.34819e+00
   92  9.20e-04      3.47786e+00       2.91984e-01       2.41590e+00
   93  9.30e-04      3.48251e+00       3.01160e-01       2.42206e+00
   94  9.40e-04      3.51199e+00       2.70343e-01       2.43144e+00
   95  9.50e-04      3.56512e+00       2.51569e-01       2.46060e+00
   96  9.60e-04      3.69068e+00       2.72724e-01       2.55136e+00
   97  9.70e-04      3.75364e+00       2.89351e-01       2.59888e+00
   98  9.80e-04      3.70021e+00       2.61747e-01       2.55405e+00
   99  9.90e-04      3.73246e+00       2.77738e-01       2.58088e+00
  100  1.00e-03      3.77858e+00       2.41384e-01       2.59952e+00
  101  1.01e-03      3.85813e+00       3.31906e-01       2.68272e+00
  102  1.02e-03      3.86034e+00       2.49553e-01       2.65674e+00
  103  1.03e-03      3.81527e+00       2.04110e-01       2.61155e+00
  104  1.04e-03      3.83954e+00       2.71970e-01       2.65035e+00
  105  1.05e-03      3.83268e+00       2.23783e-01       2.62971e+00
  106  1.06e-03      3.87160e+00       2.81389e-01       2.67487e+00
  107  1.07e-03      3.89505e+00       2.44480e-01       2.67819e+00
  108  1.08e-03      3.93493e+00       2.86724e-01       2.71886e+00
  109  1.09e-03      4.03963e+00       2.42905e-01       2.77406e+00
  110  1.10e-03      4.04794e+00       2.88700e-01       2.79486e+00
  111  1.11e-03      4.06553e+00       3.19104e-01       2.81672e+00
  112  1.12e-03      4.07517e+00       2.95211e-01       2.81518e+00
  113  1.13e-03      4.17106e+00       2.80522e-01       2.87421e+00
  114  1.14e-03      4.17155e+00       3.31761e-01       2.89162e+00
  115  1.15e-03      4.14104e+00       3.41290e-01       2.87446e+00
  116  1.16e-03      4.26185e+00       2.99199e-01       2.94097e+00
  117  1.17e-03      4.31079e+00       2.62359e-01       2.96131e+00
  118  1.18e-03      4.42028e+00       2.32797e-01       3.02445e+00
  119  1.19e-03      4.50455e+00       2.79334e-01       3.09614e+00
  120  1.20e-03      4.57280e+00       3.53723e-01       3.16644e+00
  121  1.21e-03      4.64146e+00       2.56490e-01       3.17980e+00
  122  1.22e-03      4.65992e+00       3.03570e-01       3.20780e+00
  123  1.23e-03      4.75975e+00       3.38894e-01       3.28613e+00
  124  1.24e-03      4.92161e+00       2.26084e-01       3.35644e+00
  125  1.25e-03      4.93607e+00       2.78388e-01       3.38351e+00
  126  1.26e-03      5.03195e+00       2.35443e-01       3.43311e+00
  127  1.27e-03      5.08125e+00       1.87146e-01       3.44988e+00
  128  1.28e-03      5.15766e+00       2.12872e-01       3.50940e+00
  129  1.29e-03      5.30665e+00       1.79935e-01       3.59775e+00
  130  1.30e-03      5.31467e+00       2.60898e-01       3.63008e+00
  131  1.31e-03      5.32964e+00       2.50769e-01       3.63668e+00
  132  1.32e-03      5.30005e+00       2.53350e-01       3.61781e+00
  133  1.33e-03      5.39140e+00       2.47255e-01       3.67669e+00
  134  1.34e-03      5.49359e+00       2.82410e-01       3.75653e+00
  135  1.35e-03      5.59453e+00       3.02504e-01       3.83052e+00
  136  1.36e-03      5.75181e+00       3.39592e-01       3.94774e+00
  137  1.37e-03      5.92014e+00       2.94022e-01       4.04477e+00
  138  1.38e-03      5.97148e+00       3.23848e-01       4.08893e+00
  139  1.39e-03      5.95606e+00       3.22672e-01       4.07826e+00
  140  1.40e-03      6.15330e+00       3.93571e-01       4.23339e+00
  141  1.41e-03      6.20790e+00       3.33196e-01       4.24967e+00
  142  1.42e-03      6.25601e+00       3.06488e-01       4.27284e+00
  143  1.43e-03      6.19883e+00       3.05761e-01       4.23447e+00
  144  1.44e-03      6.25411e+00       2.97772e-01       4.26866e+00
  145  1.45e-03      6.33301e+00       3.28156e-01       4.33139e+00
  146  1.46e-03      6.33501e+00       3.24494e-01       4.33151e+00
  147  1.47e-03      6.36354e+00       3.26346e-01       4.35114e+00
  148  1.48e-03      6.35926e+00       2.87362e-01       4.33529e+00
  149  1.49e-03      6.45466e+00       3.58913e-01       4.42275e+00
  150  1.50e-03      6.37923e+00       3.30782e-01       4.36308e+00
  151  1.51e-03      6.46686e+00       2.70156e-01       4.40129e+00
  152  1.52e-03      6.48493e+00       3.07376e-01       4.42575e+00
  153  1.53e-03      6.61765e+00       2.92961e-01       4.50942e+00
  154  1.54e-03      6.69536e+00       3.39183e-01       4.57664e+00
  155  1.55e-03      6.76162e+00       3.04840e-01       4.60936e+00
  156  1.56e-03      6.94118e+00       2.86493e-01       4.72295e+00
  157  1.57e-03      6.98884e+00       3.35924e-01       4.77120e+00
  158  1.58e-03      6.97757e+00       3.42616e-01       4.76592e+00
  159  1.59e-03      6.98874e+00       3.50884e-01       4.77612e+00
  160  1.60e-03      6.94542e+00       3.34755e-01       4.74187e+00
  161  1.61e-03      6.98039e+00       3.37464e-01       4.76608e+00
  162  1.62e-03      7.02164e+00       2.72063e-01       4.77178e+00
  163  1.63e-03      7.20068e+00       2.69138e-01       4.89017e+00
  164  1.64e-03      7.27615e+00       3.19566e-01       4.95729e+00
  165  1.65e-03      7.20051e+00       3.37860e-01       4.91296e+00
  166  1.66e-03      7.33344e+00       2.74831e-01       4.98057e+00
  167  1.67e-03      7.31214e+00       3.49649e-01       4.99131e+00
  168  1.68e-03      7.36148e+00       3.06173e-01       5.00971e+00
  169  1.69e-03      7.42214e+00       2.69738e-01       5.03800e+00
  170  1.70e-03      7.47271e+00       3.03516e-01       5.08298e+00
  171  1.71e-03      7.57471e+00       2.66604e-01       5.13868e+00
  172  1.72e-03      7.65139e+00       2.61637e-01       5.18814e+00
  173  1.73e-03      7.63661e+00       2.21347e-01       5.16486e+00
  174  1.74e-03      7.70963e+00       2.79495e-01       5.23292e+00
  175  1.75e-03      7.79742e+00       3.15086e-01       5.30331e+00
  176  1.76e-03      7.83648e+00       2.84753e-01       5.31923e+00
  177  1.77e-03      7.70639e+00       2.42752e-01       5.21851e+00
  178  1.78e-03      7.70256e+00       2.91480e-01       5.23220e+00
  179  1.79e-03      7.78182e+00       2.93072e-01       5.28557e+00
  180  1.80e-03      7.80058e+00       2.68062e-01       5.28974e+00
  181  1.81e-03      7.78284e+00       2.91274e-01       5.28565e+00
  182  1.82e-03      7.88803e+00       2.85950e-01       5.35400e+00
  183  1.83e-03      7.85396e+00       2.38984e-01       5.31563e+00
  184  1.84e-03      7.90615e+00       2.09629e-01       5.34065e+00
  185  1.85e-03      7.94913e+00       2.52835e-01       5.38370e+00
  186  1.86e-03      8.05755e+00       2.43994e-01       5.45303e+00
  187  1.87e-03      8.14713e+00       2.70518e-01       5.52159e+00
  188  1.88e-03      8.16430e+00       2.43493e-01       5.52403e+00
  189  1.89e-03      8.28213e+00       2.72041e-01       5.61210e+00
  190  1.90e-03      8.16777e+00       2.67749e-01       5.53443e+00
