Delta = -5.263e-02 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-05      2.69593e-02       3.93713e-02       3.10966e-02
    2  2.00e-05      6.52356e-02       9.20219e-02       7.41644e-02
    3  3.00e-05      9.66146e-02       1.32227e-01       1.08485e-01
    4  4.00e-05      1.34992e-01       1.46672e-01       1.38885e-01
    5  5.00e-05      1.70266e-01       2.18787e-01       1.86439e-01
    6  6.00e-05      2.09213e-01       1.77572e-01       1.98666e-01
    7  7.00e-05      2.40751e-01       2.07789e-01       2.29764e-01
    8  8.00e-05      2.67034e-01       2.42286e-01       2.58784e-01
    9  9.00e-05      3.09918e-01       2.62839e-01       2.94225e-01
   10  1.00e-04      3.34711e-01       2.37554e-01       3.02325e-01
   11  1.10e-04      3.99708e-01       2.82534e-01       3.60650e-01
   12  1.20e-04      4.17400e-01       2.47962e-01       3.60921e-01
   13  1.30e-04      4.75605e-01       2.57035e-01       4.02748e-01
   14  1.40e-04      5.21865e-01       2.88047e-01       4.43925e-01
   15  1.50e-04      5.59708e-01       2.84699e-01       4.68038e-01
   16  1.60e-04      5.82743e-01       2.97027e-01       4.87505e-01
   17  1.70e-04      6.23254e-01       3.25338e-01       5.23949e-01
   18  1.80e-04      6.51394e-01       3.04232e-01       5.35674e-01
   19  1.90e-04      6.79516e-01       2.94886e-01       5.51306e-01
   20  2.00e-04      7.20184e-01       4.40575e-01       6.26981e-01
   21  2.10e-04      7.65329e-01       3.26507e-01       6.19055e-01
   22  2.20e-04      8.13815e-01       3.16190e-01       6.47940e-01
   23  2.30e-04      8.76036e-01       3.19107e-01       6.90393e-01
   24  2.40e-04      9.22519e-01       2.95710e-01       7.13583e-01
   25  2.50e-04      9.74216e-01       3.21042e-01       7.56491e-01
   26  2.60e-04      1.00083e+00       3.00215e-01       7.67289e-01
   27  2.70e-04      1.07440e+00       2.96617e-01       8.15136e-01
   28  2.80e-04      1.11965e+00       2.33699e-01       8.24331e-01
   29  2.90e-04      1.17585e+00       2.71200e-01       8.74298e-01
   30  3.00e-04      1.19864e+00       2.41944e-01       8.79738e-01
   31  3.10e-04      1.24708e+00       2.40547e-01       9.11568e-01
   32  3.20e-04      1.24335e+00       2.82206e-01       9.22966e-01
   33  3.30e-04      1.29986e+00       2.15234e-01       9.38320e-01
   34  3.40e-04      1.35623e+00       2.56986e-01       9.89813e-01
   35  3.50e-04      1.39870e+00       3.06726e-01       1.03471e+00
   36  3.60e-04      1.39049e+00       2.47683e-01       1.00955e+00
   37  3.70e-04      1.40176e+00       3.01715e-01       1.03508e+00
   38  3.80e-04      1.47876e+00       2.94852e-01       1.08412e+00
   39  3.90e-04      1.47881e+00       2.76170e-01       1.07793e+00
   40  4.00e-04      1.50903e+00       2.67698e-01       1.09525e+00
