Delta = -7.895e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-05      3.83622e-02       4.66374e-02       4.11206e-02
    2  2.00e-05      7.32712e-02       8.28375e-02       7.64600e-02
    3  3.00e-05      1.11149e-01       1.08388e-01       1.10229e-01
    4  4.00e-05      1.49629e-01       1.30390e-01       1.43216e-01
    5  5.00e-05      1.69303e-01       1.51174e-01       1.63260e-01
    6  6.00e-05      1.94534e-01       2.03007e-01       1.97358e-01
    7  7.00e-05      2.26156e-01       1.83590e-01       2.11967e-01
    8  8.00e-05      2.69729e-01       2.09210e-01       2.49556e-01
    9  9.00e-05      3.05489e-01       2.41632e-01       2.84203e-01
   10  1.00e-04      3.42550e-01       2.30883e-01       3.05328e-01
   11  1.10e-04      3.61701e-01       2.32915e-01       3.18773e-01
   12  1.20e-04      4.04424e-01       2.02994e-01       3.37281e-01
   13  1.30e-04      4.52566e-01       2.07042e-01       3.70725e-01
   14  1.40e-04      5.02856e-01       2.77611e-01       4.27774e-01
   15  1.50e-04      5.18506e-01       3.09593e-01       4.48869e-01
   16  1.60e-04      5.50103e-01       3.18352e-01       4.72853e-01
   17  1.70e-04      5.71505e-01       2.46301e-01       4.63104e-01
   18  1.80e-04      6.31116e-01       2.61196e-01       5.07809e-01
   19  1.90e-04      6.35526e-01       3.00741e-01       5.23931e-01
   20  2.00e-04      6.50276e-01       2.79868e-01       5.26807e-01
   21  2.10e-04      6.81022e-01       2.80857e-01       5.47633e-01
   22  2.20e-04      6.97332e-01       2.89648e-01       5.61437e-01
   23  2.30e-04      7.48574e-01       2.87368e-01       5.94839e-01
   24  2.40e-04      7.62419e-01       3.48447e-01       6.24428e-01
   25  2.50e-04      7.83070e-01       2.62039e-01       6.09393e-01
   26  2.60e-04      8.25956e-01       2.61418e-01       6.37777e-01
   27  2.70e-04      8.63469e-01       2.31926e-01       6.52955e-01
   28  2.80e-04      9.10782e-01       2.42509e-01       6.88024e-01
   29  2.90e-04      9.40465e-01       2.51274e-01       7.10735e-01
   30  3.00e-04      9.85765e-01       2.64570e-01       7.45366e-01
   31  3.10e-04      9.63992e-01       2.90631e-01       7.39538e-01
   32  3.20e-04      9.67382e-01       3.34772e-01       7.56512e-01
   33  3.30e-04      9.73731e-01       2.94968e-01       7.47477e-01
   34  3.40e-04      1.01210e+00       3.08106e-01       7.77432e-01
   35  3.50e-04      1.02998e+00       2.82566e-01       7.80842e-01
   36  3.60e-04      1.07316e+00       2.45908e-01       7.97406e-01
   37  3.70e-04      1.07307e+00       2.52720e-01       7.99618e-01
   38  3.80e-04      1.07931e+00       2.74556e-01       8.11061e-01
   39  3.90e-04      1.08096e+00       2.86004e-01       8.15972e-01
   40  4.00e-04      1.12084e+00       2.78371e-01       8.40019e-01
   41  4.10e-04      1.16365e+00       3.36627e-01       8.87974e-01
   42  4.20e-04      1.16457e+00       2.95741e-01       8.74958e-01
   43  4.30e-04      1.15773e+00       3.40474e-01       8.85313e-01
   44  4.40e-04      1.14830e+00       2.78774e-01       8.58455e-01
   45  4.50e-04      1.17424e+00       2.72803e-01       8.73761e-01
