Delta = 8.571e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-06      2.91676e-03       4.84621e-03       3.55991e-03
    2  2.00e-06      7.11878e-03       8.26200e-03       7.49985e-03
    3  3.00e-06      1.07400e-02       1.42187e-02       1.18996e-02
    4  4.00e-06      1.39966e-02       2.30637e-02       1.70190e-02
    5  5.00e-06      1.61175e-02       2.08014e-02       1.76788e-02
    6  6.00e-06      1.96057e-02       2.91762e-02       2.27959e-02
    7  7.00e-06      2.40909e-02       3.46783e-02       2.76200e-02
    8  8.00e-06      2.67282e-02       4.36590e-02       3.23718e-02
    9  9.00e-06      3.00415e-02       4.42249e-02       3.47693e-02
   10  1.00e-05      3.40100e-02       4.56660e-02       3.78953e-02
   11  1.10e-05      3.81671e-02       5.00060e-02       4.21134e-02
   12  1.20e-05      4.25739e-02       5.22070e-02       4.57850e-02
   13  1.30e-05      4.89781e-02       5.35261e-02       5.04941e-02
   14  1.40e-05      5.81610e-02       6.27535e-02       5.96918e-02
   15  1.50e-05      6.17625e-02       5.95394e-02       6.10215e-02
   16  1.60e-05      6.33677e-02       7.99273e-02       6.88875e-02
   17  1.70e-05      6.91961e-02       7.04693e-02       6.96205e-02
   18  1.80e-05      7.50538e-02       9.29809e-02       8.10295e-02
   19  1.90e-05      7.85605e-02       1.04333e-01       8.71514e-02
   20  2.00e-05      8.19832e-02       8.80800e-02       8.40154e-02
   21  2.10e-05      8.60002e-02       9.81960e-02       9.00655e-02
   22  2.20e-05      9.04597e-02       1.00616e-01       9.38453e-02
   23  2.30e-05      9.39277e-02       9.07326e-02       9.28627e-02
   24  2.40e-05      9.95851e-02       9.98848e-02       9.96850e-02
   25  2.50e-05      1.02894e-01       9.20493e-02       9.92791e-02
   26  2.60e-05      1.04461e-01       1.11829e-01       1.06917e-01
   27  2.70e-05      1.07654e-01       1.07397e-01       1.07569e-01
   28  2.80e-05      1.05279e-01       9.99506e-02       1.03503e-01
   29  2.90e-05      1.09318e-01       1.30470e-01       1.16369e-01
   30  3.00e-05      1.13556e-01       1.03038e-01       1.10050e-01
   31  3.10e-05      1.20385e-01       1.38513e-01       1.26427e-01
   32  3.20e-05      1.17945e-01       1.47575e-01       1.27822e-01
   33  3.30e-05      1.17949e-01       1.51514e-01       1.29137e-01
   34  3.40e-05      1.19693e-01       1.52955e-01       1.30780e-01
   35  3.50e-05      1.19764e-01       1.23819e-01       1.21116e-01
   36  3.60e-05      1.23283e-01       1.38909e-01       1.28491e-01
   37  3.70e-05      1.27391e-01       1.26788e-01       1.27190e-01
   38  3.80e-05      1.27977e-01       1.43368e-01       1.33107e-01
   39  3.90e-05      1.34229e-01       1.34939e-01       1.34466e-01
   40  4.00e-05      1.41303e-01       1.53786e-01       1.45464e-01
   41  4.10e-05      1.45202e-01       1.48571e-01       1.46325e-01
   42  4.20e-05      1.50237e-01       1.69729e-01       1.56735e-01
   43  4.30e-05      1.54525e-01       1.53799e-01       1.54283e-01
   44  4.40e-05      1.58816e-01       1.83537e-01       1.67056e-01
   45  4.50e-05      1.63833e-01       1.81152e-01       1.69606e-01
   46  4.60e-05      1.70861e-01       1.73691e-01       1.71804e-01
   47  4.70e-05      1.74722e-01       1.55502e-01       1.68316e-01
   48  4.80e-05      1.82220e-01       1.59922e-01       1.74788e-01
   49  4.90e-05      1.86217e-01       1.68699e-01       1.80378e-01
   50  5.00e-05      1.89756e-01       1.83762e-01       1.87758e-01
   51  5.10e-05      2.00472e-01       1.81385e-01       1.94110e-01
   52  5.20e-05      2.00345e-01       1.93895e-01       1.98195e-01
   53  5.30e-05      2.04686e-01       1.94486e-01       2.01286e-01
   54  5.40e-05      2.06506e-01       1.75338e-01       1.96117e-01
   55  5.50e-05      2.12739e-01       1.81839e-01       2.02439e-01
   56  5.60e-05      2.18723e-01       1.65668e-01       2.01038e-01
   57  5.70e-05      2.24106e-01       1.78479e-01       2.08897e-01
   58  5.80e-05      2.24359e-01       1.87650e-01       2.12123e-01
   59  5.90e-05      2.22053e-01       1.99595e-01       2.14567e-01
   60  6.00e-05      2.25013e-01       1.79362e-01       2.09796e-01
   61  6.10e-05      2.23909e-01       1.89178e-01       2.12332e-01
   62  6.20e-05      2.27303e-01       2.06334e-01       2.20314e-01
   63  6.30e-05      2.28622e-01       2.18578e-01       2.25274e-01
   64  6.40e-05      2.33014e-01       2.08812e-01       2.24947e-01
   65  6.50e-05      2.37172e-01       2.08703e-01       2.27683e-01
   66  6.60e-05      2.32146e-01       1.81180e-01       2.15158e-01
   67  6.70e-05      2.37114e-01       1.98282e-01       2.24170e-01
   68  6.80e-05      2.38643e-01       2.15437e-01       2.30907e-01
   69  6.90e-05      2.39113e-01       2.04205e-01       2.27477e-01
   70  7.00e-05      2.41855e-01       2.11328e-01       2.31679e-01
   71  7.10e-05      2.51603e-01       1.89687e-01       2.30964e-01
   72  7.20e-05      2.52741e-01       1.97229e-01       2.34237e-01
   73  7.30e-05      2.65268e-01       2.10465e-01       2.47000e-01
   74  7.40e-05      2.67868e-01       2.01987e-01       2.45908e-01
   75  7.50e-05      2.70657e-01       2.28203e-01       2.56505e-01
   76  7.60e-05      2.70222e-01       2.19825e-01       2.53423e-01
   77  7.70e-05      2.77488e-01       2.11236e-01       2.55404e-01
   78  7.80e-05      2.78917e-01       1.72690e-01       2.43508e-01
   79  7.90e-05      2.83605e-01       1.98084e-01       2.55098e-01
   80  8.00e-05      2.82432e-01       2.08755e-01       2.57873e-01
   81  8.10e-05      2.80489e-01       2.25803e-01       2.62260e-01
   82  8.20e-05      2.79232e-01       1.64208e-01       2.40891e-01
   83  8.30e-05      2.82524e-01       2.49309e-01       2.71452e-01
   84  8.40e-05      2.78446e-01       2.11771e-01       2.56221e-01
   85  8.50e-05      2.79227e-01       2.41321e-01       2.66592e-01
   86  8.60e-05      2.79625e-01       2.13853e-01       2.57701e-01
   87  8.70e-05      2.83318e-01       2.22125e-01       2.62920e-01
   88  8.80e-05      2.79800e-01       2.14827e-01       2.58142e-01
   89  8.90e-05      2.88050e-01       1.85323e-01       2.53808e-01
