Delta = 2.632e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-05      3.09514e-02       4.64026e-02       3.61018e-02
    2  2.00e-05      6.66415e-02       9.41612e-02       7.58148e-02
    3  3.00e-05      9.77408e-02       1.08938e-01       1.01473e-01
    4  4.00e-05      1.24878e-01       1.63037e-01       1.37598e-01
    5  5.00e-05      1.61320e-01       1.67759e-01       1.63467e-01
    6  6.00e-05      1.81728e-01       1.94896e-01       1.86117e-01
    7  7.00e-05      2.27990e-01       2.16001e-01       2.23993e-01
    8  8.00e-05      2.72589e-01       2.43376e-01       2.62851e-01
    9  9.00e-05      2.92173e-01       2.20355e-01       2.68234e-01
   10  1.00e-04      3.33242e-01       2.41540e-01       3.02675e-01
   11  1.10e-04      3.77380e-01       2.58089e-01       3.37616e-01
   12  1.20e-04      4.12816e-01       2.89284e-01       3.71639e-01
   13  1.30e-04      4.31977e-01       2.89672e-01       3.84542e-01
   14  1.40e-04      4.49542e-01       3.16435e-01       4.05173e-01
   15  1.50e-04      5.08150e-01       2.92321e-01       4.36207e-01
   16  1.60e-04      5.53637e-01       2.49621e-01       4.52299e-01
   17  1.70e-04      5.95657e-01       3.20470e-01       5.03928e-01
   18  1.80e-04      5.89763e-01       2.46162e-01       4.75229e-01
   19  1.90e-04      6.05092e-01       2.80236e-01       4.96807e-01
   20  2.00e-04      6.45855e-01       2.66516e-01       5.19409e-01
   21  2.10e-04      7.05336e-01       2.40236e-01       5.50302e-01
   22  2.20e-04      7.16735e-01       2.46259e-01       5.59909e-01
   23  2.30e-04      7.40501e-01       2.06027e-01       5.62343e-01
   24  2.40e-04      7.21516e-01       2.74227e-01       5.72419e-01
   25  2.50e-04      7.30207e-01       2.80841e-01       5.80418e-01
   26  2.60e-04      7.99394e-01       2.97260e-01       6.32016e-01
   27  2.70e-04      8.40181e-01       2.90400e-01       6.56921e-01
   28  2.80e-04      8.93551e-01       2.73299e-01       6.86801e-01
   29  2.90e-04      9.25322e-01       2.44343e-01       6.98329e-01
   30  3.00e-04      9.69217e-01       2.62293e-01       7.33575e-01
   31  3.10e-04      1.03273e+00       2.77007e-01       7.80819e-01
   32  3.20e-04      1.08872e+00       2.69473e-01       8.15641e-01
   33  3.30e-04      1.14554e+00       2.88970e-01       8.60014e-01
   34  3.40e-04      1.16595e+00       3.02629e-01       8.78179e-01
   35  3.50e-04      1.22398e+00       2.63752e-01       9.03906e-01
   36  3.60e-04      1.24144e+00       2.69244e-01       9.17377e-01
   37  3.70e-04      1.25064e+00       2.44415e-01       9.15232e-01
   38  3.80e-04      1.30397e+00       2.56507e-01       9.54814e-01
   39  3.90e-04      1.40609e+00       2.66916e-01       1.02636e+00
   40  4.00e-04      1.46052e+00       2.51690e-01       1.05758e+00
   41  4.10e-04      1.46555e+00       2.27018e-01       1.05270e+00
   42  4.20e-04      1.48796e+00       2.41010e-01       1.07231e+00
   43  4.30e-04      1.52755e+00       2.84665e-01       1.11325e+00
   44  4.40e-04      1.57992e+00       2.77212e-01       1.14568e+00
   45  4.50e-04      1.65112e+00       2.71628e-01       1.19129e+00
   46  4.60e-04      1.67882e+00       3.20302e-01       1.22598e+00
   47  4.70e-04      1.75265e+00       2.96941e-01       1.26741e+00
   48  4.80e-04      1.79601e+00       3.15979e-01       1.30267e+00
   49  4.90e-04      1.75482e+00       3.33057e-01       1.28090e+00
