Delta = -5.556e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      5.53660e+00       0.00000e+00       3.69107e+00
    1  1.00e-06      5.42435e+00       5.31133e-04       3.61641e+00
    2  2.00e-06      5.43528e+00       2.23859e-03       3.62427e+00
    3  3.00e-06      5.52035e+00       3.46786e-03       3.68139e+00
    4  4.00e-06      5.46041e+00       3.68858e-03       3.64151e+00
    5  5.00e-06      5.50175e+00       5.42593e-03       3.66964e+00
    6  6.00e-06      5.54304e+00       5.44930e-03       3.69717e+00
    7  7.00e-06      5.50504e+00       5.62460e-03       3.67190e+00
    8  8.00e-06      5.52827e+00       7.43097e-03       3.68799e+00
    9  9.00e-06      5.52049e+00       8.88224e-03       3.68329e+00
   10  1.00e-05      5.51146e+00       6.40183e-03       3.67644e+00
   11  1.10e-05      5.56458e+00       9.61648e-03       3.71293e+00
   12  1.20e-05      5.59713e+00       9.85689e-03       3.73471e+00
   13  1.30e-05      5.56588e+00       1.29740e-02       3.71491e+00
   14  1.40e-05      5.57513e+00       1.30855e-02       3.72111e+00
   15  1.50e-05      5.58100e+00       8.48337e-03       3.72349e+00
   16  1.60e-05      5.53297e+00       1.46306e-02       3.69352e+00
   17  1.70e-05      5.55607e+00       1.58707e-02       3.70934e+00
   18  1.80e-05      5.55271e+00       1.56601e-02       3.70703e+00
   19  1.90e-05      5.54903e+00       1.64503e-02       3.70484e+00
   20  2.00e-05      5.53390e+00       1.53050e-02       3.69437e+00
   21  2.10e-05      5.58556e+00       1.92565e-02       3.73013e+00
   22  2.20e-05      5.57020e+00       1.83260e-02       3.71957e+00
   23  2.30e-05      5.54556e+00       1.92290e-02       3.70345e+00
   24  2.40e-05      5.58339e+00       1.70709e-02       3.72795e+00
   25  2.50e-05      5.58003e+00       2.01937e-02       3.72675e+00
   26  2.60e-05      5.57730e+00       2.13575e-02       3.72532e+00
   27  2.70e-05      5.55644e+00       2.23080e-02       3.71173e+00
   28  2.80e-05      5.54154e+00       2.54295e-02       3.70284e+00
   29  2.90e-05      5.58248e+00       3.04128e-02       3.73179e+00
   30  3.00e-05      5.58758e+00       2.55624e-02       3.73357e+00
   31  3.10e-05      5.59600e+00       2.83179e-02       3.74011e+00
   32  3.20e-05      5.61176e+00       3.03234e-02       3.75128e+00
   33  3.30e-05      5.62853e+00       2.50658e-02       3.76071e+00
   34  3.40e-05      5.61146e+00       3.60197e-02       3.75298e+00
   35  3.50e-05      5.55876e+00       2.53569e-02       3.71429e+00
   36  3.60e-05      5.57530e+00       3.30363e-02       3.72788e+00
   37  3.70e-05      5.57929e+00       2.94986e-02       3.72936e+00
   38  3.80e-05      5.55624e+00       3.47532e-02       3.71574e+00
   39  3.90e-05      5.61058e+00       3.28773e-02       3.75135e+00
   40  4.00e-05      5.60595e+00       2.99380e-02       3.74728e+00
   41  4.10e-05      5.61953e+00       3.76561e-02       3.75891e+00
   42  4.20e-05      5.64691e+00       4.07024e-02       3.77818e+00
   43  4.30e-05      5.62871e+00       3.87743e-02       3.76540e+00
   44  4.40e-05      5.65066e+00       3.43308e-02       3.77855e+00
   45  4.50e-05      5.65938e+00       4.02859e-02       3.78635e+00
   46  4.60e-05      5.58451e+00       4.36205e-02       3.73754e+00
   47  4.70e-05      5.59507e+00       5.12364e-02       3.74713e+00
   48  4.80e-05      5.58052e+00       4.07749e-02       3.73394e+00
   49  4.90e-05      5.59435e+00       5.07074e-02       3.74647e+00
