Delta = 3.673e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-06      3.08694e-03       2.91192e-03       3.02860e-03
    2  2.00e-06      6.80853e-03       8.78197e-03       7.46634e-03
    3  3.00e-06      1.16502e-02       1.56046e-02       1.29683e-02
    4  4.00e-06      1.26282e-02       2.00306e-02       1.50957e-02
    5  5.00e-06      1.67250e-02       2.27192e-02       1.87231e-02
    6  6.00e-06      1.84329e-02       2.26120e-02       1.98259e-02
    7  7.00e-06      2.23040e-02       2.48402e-02       2.31494e-02
    8  8.00e-06      2.40078e-02       3.09087e-02       2.63081e-02
    9  9.00e-06      2.74019e-02       3.09252e-02       2.85763e-02
   10  1.00e-05      3.22172e-02       3.43007e-02       3.29117e-02
   11  1.10e-05      3.54317e-02       3.66101e-02       3.58245e-02
   12  1.20e-05      3.58074e-02       4.55135e-02       3.90428e-02
   13  1.30e-05      3.88842e-02       3.89900e-02       3.89195e-02
   14  1.40e-05      3.87361e-02       5.57147e-02       4.43957e-02
   15  1.50e-05      3.87843e-02       5.48287e-02       4.41324e-02
   16  1.60e-05      4.39112e-02       5.32474e-02       4.70232e-02
   17  1.70e-05      4.74395e-02       7.29732e-02       5.59507e-02
   18  1.80e-05      5.09719e-02       6.83630e-02       5.67689e-02
   19  1.90e-05      5.24531e-02       7.20257e-02       5.89773e-02
   20  2.00e-05      5.44958e-02       6.95328e-02       5.95081e-02
   21  2.10e-05      6.06171e-02       8.72215e-02       6.94852e-02
   22  2.20e-05      6.75607e-02       7.28804e-02       6.93339e-02
   23  2.30e-05      7.50541e-02       9.07315e-02       8.02799e-02
   24  2.40e-05      7.84190e-02       7.06865e-02       7.58415e-02
   25  2.50e-05      8.44383e-02       9.04624e-02       8.64463e-02
   26  2.60e-05      8.48468e-02       8.68490e-02       8.55142e-02
   27  2.70e-05      9.00778e-02       9.16796e-02       9.06117e-02
