Delta = -6.842e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-05      3.50945e-02       5.10766e-02       4.04218e-02
    2  2.00e-05      6.44554e-02       8.55580e-02       7.14896e-02
    3  3.00e-05      1.01530e-01       1.11023e-01       1.04695e-01
    4  4.00e-05      1.41465e-01       1.37148e-01       1.40026e-01
    5  5.00e-05      1.67806e-01       1.57262e-01       1.64292e-01
    6  6.00e-05      1.99216e-01       1.82136e-01       1.93523e-01
    7  7.00e-05      2.38306e-01       1.99832e-01       2.25482e-01
    8  8.00e-05      2.65972e-01       2.31834e-01       2.54593e-01
    9  9.00e-05      3.13917e-01       2.32951e-01       2.86929e-01
   10  1.00e-04      3.59583e-01       2.65338e-01       3.28168e-01
   11  1.10e-04      4.04025e-01       2.51146e-01       3.53066e-01
   12  1.20e-04      4.51043e-01       2.51964e-01       3.84683e-01
   13  1.30e-04      4.85508e-01       2.87639e-01       4.19551e-01
   14  1.40e-04      4.99510e-01       2.11006e-01       4.03342e-01
   15  1.50e-04      5.15938e-01       2.79262e-01       4.37046e-01
   16  1.60e-04      5.37266e-01       3.30108e-01       4.68214e-01
   17  1.70e-04      5.88270e-01       2.82632e-01       4.86391e-01
   18  1.80e-04      6.49098e-01       3.64210e-01       5.54135e-01
   19  1.90e-04      6.92569e-01       2.80464e-01       5.55201e-01
   20  2.00e-04      7.36472e-01       2.26281e-01       5.66408e-01
   21  2.10e-04      7.67138e-01       2.72349e-01       6.02208e-01
   22  2.20e-04      8.18982e-01       2.89075e-01       6.42346e-01
   23  2.30e-04      8.34575e-01       2.91874e-01       6.53675e-01
   24  2.40e-04      8.58429e-01       3.31445e-01       6.82768e-01
   25  2.50e-04      9.07133e-01       3.00336e-01       7.04867e-01
   26  2.60e-04      9.57763e-01       2.84966e-01       7.33498e-01
   27  2.70e-04      9.95902e-01       3.35829e-01       7.75878e-01
   28  2.80e-04      1.04092e+00       3.31995e-01       8.04611e-01
   29  2.90e-04      1.08545e+00       2.92005e-01       8.20969e-01
   30  3.00e-04      1.13149e+00       2.49557e-01       8.37514e-01
   31  3.10e-04      1.17098e+00       2.63503e-01       8.68485e-01
   32  3.20e-04      1.15798e+00       2.66760e-01       8.60907e-01
   33  3.30e-04      1.16164e+00       2.22150e-01       8.48477e-01
   34  3.40e-04      1.19432e+00       2.79871e-01       8.89501e-01
   35  3.50e-04      1.17732e+00       2.66591e-01       8.73743e-01
   36  3.60e-04      1.18949e+00       3.26688e-01       9.01892e-01
   37  3.70e-04      1.24005e+00       2.65553e-01       9.15215e-01
