Delta = -5.789e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-05      2.72305e-02       4.63828e-02       3.36146e-02
    2  2.00e-05      5.28951e-02       8.17838e-02       6.25247e-02
    3  3.00e-05      8.24099e-02       1.19283e-01       9.47011e-02
    4  4.00e-05      1.19389e-01       1.32930e-01       1.23903e-01
    5  5.00e-05      1.52649e-01       1.56892e-01       1.54063e-01
    6  6.00e-05      1.99760e-01       1.83952e-01       1.94490e-01
    7  7.00e-05      2.26368e-01       2.19021e-01       2.23919e-01
    8  8.00e-05      2.70290e-01       1.92585e-01       2.44388e-01
    9  9.00e-05      3.02364e-01       2.05483e-01       2.70070e-01
   10  1.00e-04      3.43887e-01       2.07502e-01       2.98425e-01
   11  1.10e-04      3.71438e-01       2.19073e-01       3.20650e-01
   12  1.20e-04      3.76226e-01       2.29444e-01       3.27299e-01
   13  1.30e-04      4.06369e-01       1.97937e-01       3.36891e-01
   14  1.40e-04      4.30258e-01       2.47019e-01       3.69178e-01
   15  1.50e-04      4.52185e-01       2.64454e-01       3.89608e-01
   16  1.60e-04      4.77973e-01       1.90249e-01       3.82065e-01
   17  1.70e-04      5.15830e-01       2.91090e-01       4.40917e-01
   18  1.80e-04      5.58814e-01       2.62892e-01       4.60173e-01
   19  1.90e-04      5.93201e-01       2.40016e-01       4.75473e-01
   20  2.00e-04      6.28645e-01       3.20618e-01       5.25970e-01
   21  2.10e-04      6.39166e-01       2.83170e-01       5.20501e-01
   22  2.20e-04      6.45877e-01       2.57431e-01       5.16395e-01
   23  2.30e-04      7.18583e-01       3.35597e-01       5.90921e-01
   24  2.40e-04      7.53338e-01       3.25906e-01       6.10861e-01
   25  2.50e-04      7.64814e-01       2.36627e-01       5.88752e-01
   26  2.60e-04      7.97775e-01       2.83224e-01       6.26258e-01
   27  2.70e-04      8.23945e-01       2.82965e-01       6.43618e-01
   28  2.80e-04      8.38721e-01       2.50775e-01       6.42739e-01
   29  2.90e-04      8.74361e-01       2.87078e-01       6.78600e-01
   30  3.00e-04      8.92491e-01       2.86108e-01       6.90363e-01
   31  3.10e-04      8.98390e-01       3.13128e-01       7.03302e-01
   32  3.20e-04      9.40085e-01       3.30613e-01       7.36927e-01
   33  3.30e-04      9.93074e-01       2.80358e-01       7.55502e-01
   34  3.40e-04      9.79557e-01       2.72952e-01       7.44022e-01
   35  3.50e-04      1.00675e+00       2.59227e-01       7.57575e-01
   36  3.60e-04      9.96595e-01       3.28369e-01       7.73853e-01
   37  3.70e-04      1.00412e+00       2.84681e-01       7.64307e-01
   38  3.80e-04      1.05550e+00       3.41455e-01       8.17485e-01
   39  3.90e-04      1.06599e+00       3.38680e-01       8.23550e-01
   40  4.00e-04      1.09487e+00       3.15748e-01       8.35161e-01
   41  4.10e-04      1.11677e+00       3.47032e-01       8.60188e-01
   42  4.20e-04      1.14440e+00       3.22580e-01       8.70459e-01
   43  4.30e-04      1.22184e+00       2.94495e-01       9.12722e-01
   44  4.40e-04      1.29982e+00       2.92857e-01       9.64163e-01
   45  4.50e-04      1.35248e+00       2.81245e-01       9.95399e-01
   46  4.60e-04      1.37503e+00       3.14563e-01       1.02154e+00
   47  4.70e-04      1.47348e+00       3.25204e-01       1.09072e+00
   48  4.80e-04      1.49368e+00       3.08385e-01       1.09858e+00
   49  4.90e-04      1.54122e+00       2.73653e-01       1.11869e+00
   50  5.00e-04      1.59719e+00       2.63586e-01       1.15266e+00
   51  5.10e-04      1.61105e+00       3.01914e-01       1.17467e+00
   52  5.20e-04      1.63699e+00       3.37493e-01       1.20383e+00
   53  5.30e-04      1.66113e+00       2.62405e-01       1.19489e+00
   54  5.40e-04      1.68013e+00       2.98912e-01       1.21972e+00
   55  5.50e-04      1.75741e+00       3.14798e-01       1.27654e+00
   56  5.60e-04      1.77157e+00       3.08118e-01       1.28375e+00
   57  5.70e-04      1.80756e+00       2.76674e-01       1.29726e+00
   58  5.80e-04      1.82212e+00       2.86115e-01       1.31012e+00
   59  5.90e-04      1.88912e+00       2.99682e-01       1.35931e+00
   60  6.00e-04      1.91420e+00       3.01740e-01       1.37671e+00
   61  6.10e-04      1.94236e+00       3.19804e-01       1.40151e+00
   62  6.20e-04      1.97540e+00       2.87375e-01       1.41272e+00
   63  6.30e-04      2.04761e+00       2.91044e-01       1.46209e+00
   64  6.40e-04      2.05594e+00       2.57223e-01       1.45637e+00
   65  6.50e-04      2.07495e+00       2.78408e-01       1.47610e+00
   66  6.60e-04      2.13421e+00       2.92640e-01       1.52035e+00
   67  6.70e-04      2.14858e+00       2.98372e-01       1.53184e+00
   68  6.80e-04      2.17099e+00       3.42707e-01       1.56156e+00
   69  6.90e-04      2.28418e+00       3.49753e-01       1.63937e+00
   70  7.00e-04      2.33188e+00       2.95796e-01       1.65318e+00
   71  7.10e-04      2.37729e+00       2.71122e-01       1.67523e+00
   72  7.20e-04      2.37267e+00       2.68539e-01       1.67129e+00
   73  7.30e-04      2.40951e+00       2.89193e-01       1.70274e+00
   74  7.40e-04      2.42086e+00       3.47712e-01       1.72981e+00
   75  7.50e-04      2.51552e+00       3.25780e-01       1.78561e+00
   76  7.60e-04      2.57309e+00       3.31369e-01       1.82585e+00
   77  7.70e-04      2.63740e+00       2.95272e-01       1.85669e+00
   78  7.80e-04      2.65282e+00       2.43573e-01       1.84974e+00
   79  7.90e-04      2.59510e+00       3.09516e-01       1.83324e+00
   80  8.00e-04      2.55436e+00       2.59186e-01       1.78930e+00
   81  8.10e-04      2.54567e+00       2.98956e-01       1.79676e+00
   82  8.20e-04      2.61489e+00       2.61201e-01       1.83033e+00
   83  8.30e-04      2.61628e+00       2.95511e-01       1.84269e+00
   84  8.40e-04      2.60932e+00       2.75199e-01       1.83128e+00
   85  8.50e-04      2.61067e+00       2.82356e-01       1.83457e+00
   86  8.60e-04      2.59462e+00       3.06933e-01       1.83206e+00
   87  8.70e-04      2.61124e+00       2.42873e-01       1.82178e+00
   88  8.80e-04      2.69500e+00       2.26352e-01       1.87211e+00
   89  8.90e-04      2.79850e+00       2.36845e-01       1.94462e+00
   90  9.00e-04      2.83266e+00       2.12781e-01       1.95937e+00
   91  9.10e-04      2.85941e+00       2.99560e-01       2.00613e+00
   92  9.20e-04      2.89558e+00       2.24190e-01       2.00512e+00
   93  9.30e-04      2.95230e+00       2.27130e-01       2.04391e+00
   94  9.40e-04      2.95549e+00       2.71539e-01       2.06084e+00
   95  9.50e-04      2.93452e+00       2.69344e-01       2.04613e+00
   96  9.60e-04      2.89254e+00       3.67290e-01       2.05079e+00
   97  9.70e-04      2.95982e+00       2.83647e-01       2.06776e+00
   98  9.80e-04      2.97766e+00       2.71914e-01       2.07575e+00
   99  9.90e-04      2.97369e+00       3.09191e-01       2.08552e+00
  100  1.00e-03      3.04565e+00       3.26039e-01       2.13911e+00
  101  1.01e-03      3.04556e+00       3.09523e-01       2.13355e+00
  102  1.02e-03      3.04888e+00       2.56108e-01       2.11795e+00
  103  1.03e-03      3.01863e+00       3.04850e-01       2.11404e+00
  104  1.04e-03      3.12552e+00       2.65351e-01       2.17213e+00
  105  1.05e-03      3.13997e+00       2.83782e-01       2.18791e+00
  106  1.06e-03      3.17887e+00       2.54607e-01       2.20411e+00
  107  1.07e-03      3.23950e+00       2.41827e-01       2.24027e+00
  108  1.08e-03      3.24845e+00       2.46450e-01       2.24778e+00
  109  1.09e-03      3.33502e+00       2.39955e-01       2.30333e+00
  110  1.10e-03      3.34646e+00       2.39153e-01       2.31069e+00
  111  1.11e-03      3.37737e+00       2.53725e-01       2.33615e+00
  112  1.12e-03      3.37271e+00       2.85141e-01       2.34352e+00
  113  1.13e-03      3.46156e+00       2.26880e-01       2.38334e+00
  114  1.14e-03      3.49035e+00       2.58066e-01       2.41292e+00
  115  1.15e-03      3.49853e+00       2.65801e-01       2.42095e+00
  116  1.16e-03      3.48500e+00       2.29935e-01       2.39998e+00
  117  1.17e-03      3.49685e+00       2.72091e-01       2.42193e+00
  118  1.18e-03      3.48684e+00       2.47072e-01       2.40692e+00
  119  1.19e-03      3.50380e+00       2.66124e-01       2.42457e+00
  120  1.20e-03      3.47437e+00       2.95311e-01       2.41468e+00
  121  1.21e-03      3.53118e+00       2.90002e-01       2.45079e+00
  122  1.22e-03      3.54164e+00       2.38397e-01       2.44056e+00
  123  1.23e-03      3.47926e+00       3.18326e-01       2.42562e+00
  124  1.24e-03      3.54749e+00       3.07564e-01       2.46751e+00
  125  1.25e-03      3.59016e+00       3.60198e-01       2.51351e+00
  126  1.26e-03      3.66868e+00       2.92767e-01       2.54338e+00
  127  1.27e-03      3.63857e+00       3.33308e-01       2.53681e+00
  128  1.28e-03      3.58346e+00       3.29077e-01       2.49867e+00
  129  1.29e-03      3.65594e+00       3.15745e-01       2.54254e+00
  130  1.30e-03      3.67381e+00       3.05084e-01       2.55090e+00
  131  1.31e-03      3.75475e+00       2.99527e-01       2.60301e+00
  132  1.32e-03      3.81459e+00       3.60240e-01       2.66314e+00
  133  1.33e-03      3.82769e+00       3.15080e-01       2.65682e+00
  134  1.34e-03      3.85033e+00       3.22322e-01       2.67432e+00
  135  1.35e-03      3.86543e+00       2.86457e-01       2.67244e+00
  136  1.36e-03      3.83236e+00       2.21723e-01       2.62882e+00
  137  1.37e-03      3.82024e+00       3.46596e-01       2.66236e+00
  138  1.38e-03      3.82159e+00       2.91053e-01       2.64474e+00
  139  1.39e-03      3.93642e+00       3.06909e-01       2.72658e+00
  140  1.40e-03      3.99129e+00       2.91942e-01       2.75817e+00
  141  1.41e-03      4.01242e+00       3.18179e-01       2.78100e+00
  142  1.42e-03      4.01447e+00       3.53574e-01       2.79417e+00
  143  1.43e-03      4.15396e+00       3.70480e-01       2.89280e+00
  144  1.44e-03      4.16179e+00       3.78644e-01       2.90074e+00
  145  1.45e-03      4.23200e+00       3.30253e-01       2.93142e+00
  146  1.46e-03      4.26055e+00       3.78223e-01       2.96644e+00
  147  1.47e-03      4.28926e+00       3.42105e-01       2.97354e+00
  148  1.48e-03      4.34416e+00       3.67228e-01       3.01851e+00
  149  1.49e-03      4.42995e+00       3.43984e-01       3.06796e+00
  150  1.50e-03      4.37347e+00       3.40060e-01       3.02900e+00
  151  1.51e-03      4.29060e+00       3.14269e-01       2.96516e+00
  152  1.52e-03      4.37775e+00       3.13767e-01       3.02309e+00
  153  1.53e-03      4.36243e+00       3.28768e-01       3.01787e+00
  154  1.54e-03      4.40169e+00       3.20784e-01       3.04139e+00
  155  1.55e-03      4.42359e+00       2.80046e-01       3.04241e+00
  156  1.56e-03      4.42781e+00       3.28567e-01       3.06140e+00
  157  1.57e-03      4.47025e+00       2.77104e-01       3.07254e+00
  158  1.58e-03      4.40892e+00       3.05066e-01       3.04097e+00
  159  1.59e-03      4.35762e+00       3.06242e-01       3.00716e+00
  160  1.60e-03      4.37994e+00       3.13300e-01       3.02439e+00
  161  1.61e-03      4.39472e+00       2.91826e-01       3.02709e+00
  162  1.62e-03      4.37541e+00       2.95315e-01       3.01538e+00
  163  1.63e-03      4.50001e+00       2.58033e-01       3.08602e+00
  164  1.64e-03      4.50903e+00       2.69419e-01       3.09582e+00
  165  1.65e-03      4.57002e+00       2.40952e-01       3.12700e+00
  166  1.66e-03      4.65626e+00       2.65191e-01       3.19257e+00
  167  1.67e-03      4.67673e+00       3.03058e-01       3.21884e+00
  168  1.68e-03      4.72859e+00       2.76978e-01       3.24472e+00
  169  1.69e-03      4.78474e+00       2.80523e-01       3.28333e+00
  170  1.70e-03      4.77989e+00       3.24853e-01       3.29487e+00
  171  1.71e-03      4.92604e+00       3.13296e-01       3.38846e+00
  172  1.72e-03      4.95085e+00       2.83201e-01       3.39496e+00
  173  1.73e-03      4.82526e+00       3.44822e-01       3.33178e+00
  174  1.74e-03      4.89726e+00       3.26057e-01       3.37353e+00
  175  1.75e-03      4.85800e+00       2.97429e-01       3.33781e+00
  176  1.76e-03      4.93412e+00       3.55425e-01       3.40789e+00
  177  1.77e-03      4.94043e+00       2.77099e-01       3.38599e+00
  178  1.78e-03      5.00554e+00       2.74565e-01       3.42855e+00
  179  1.79e-03      5.05069e+00       3.12451e-01       3.47128e+00
  180  1.80e-03      5.04408e+00       3.31963e-01       3.47337e+00
  181  1.81e-03      5.11685e+00       2.84329e-01       3.50601e+00
  182  1.82e-03      5.17879e+00       2.79883e-01       3.54582e+00
  183  1.83e-03      5.21146e+00       3.06636e-01       3.57652e+00
  184  1.84e-03      5.31610e+00       3.08851e-01       3.64702e+00
  185  1.85e-03      5.39850e+00       3.13530e-01       3.70351e+00
  186  1.86e-03      5.44120e+00       2.48545e-01       3.71031e+00
  187  1.87e-03      5.50638e+00       3.11353e-01       3.77470e+00
  188  1.88e-03      5.57020e+00       3.57930e-01       3.83278e+00
  189  1.89e-03      5.52878e+00       2.49168e-01       3.76891e+00
  190  1.90e-03      5.55753e+00       2.62560e-01       3.79254e+00
  191  1.91e-03      5.58731e+00       2.86821e-01       3.82048e+00
  192  1.92e-03      5.68057e+00       2.70165e-01       3.87710e+00
  193  1.93e-03      5.70362e+00       2.32771e-01       3.88000e+00
  194  1.94e-03      5.74909e+00       2.80879e-01       3.92635e+00
  195  1.95e-03      5.78371e+00       3.24499e-01       3.96397e+00
  196  1.96e-03      5.81297e+00       2.80818e-01       3.96892e+00
  197  1.97e-03      5.78381e+00       2.54381e-01       3.94067e+00
  198  1.98e-03      5.72706e+00       2.25272e-01       3.89313e+00
  199  1.99e-03      5.79137e+00       2.46085e-01       3.94294e+00
  200  2.00e-03      5.90218e+00       3.43786e-01       4.04938e+00
  201  2.01e-03      5.92330e+00       2.80165e-01       4.04225e+00
  202  2.02e-03      5.97278e+00       3.19785e-01       4.08845e+00
  203  2.03e-03      6.02919e+00       3.25483e-01       4.12796e+00
  204  2.04e-03      6.05960e+00       3.49596e-01       4.15627e+00
  205  2.05e-03      6.09649e+00       3.21413e-01       4.17147e+00
  206  2.06e-03      6.18431e+00       3.12210e-01       4.22694e+00
  207  2.07e-03      6.26351e+00       3.99408e-01       4.30881e+00
  208  2.08e-03      6.37544e+00       3.44047e-01       4.36498e+00
  209  2.09e-03      6.34803e+00       3.24304e-01       4.34012e+00
  210  2.10e-03      6.37094e+00       3.36843e-01       4.35958e+00
  211  2.11e-03      6.42984e+00       2.62433e-01       4.37404e+00
  212  2.12e-03      6.43418e+00       3.10356e-01       4.39291e+00
  213  2.13e-03      6.30743e+00       2.69229e-01       4.29470e+00
  214  2.14e-03      6.29546e+00       2.48667e-01       4.27986e+00
  215  2.15e-03      6.22168e+00       2.73506e-01       4.23896e+00
  216  2.16e-03      6.21980e+00       3.26026e-01       4.25521e+00
  217  2.17e-03      6.26257e+00       3.11094e-01       4.27874e+00
  218  2.18e-03      6.31695e+00       3.75776e-01       4.33656e+00
  219  2.19e-03      6.31207e+00       2.83191e-01       4.30244e+00
  220  2.20e-03      6.34707e+00       3.15699e-01       4.33662e+00
  221  2.21e-03      6.40135e+00       2.84185e-01       4.36230e+00
  222  2.22e-03      6.26896e+00       3.15325e-01       4.28441e+00
  223  2.23e-03      6.26241e+00       2.54390e-01       4.25974e+00
  224  2.24e-03      6.24395e+00       2.34167e-01       4.24069e+00
  225  2.25e-03      6.33464e+00       2.62375e-01       4.31055e+00
  226  2.26e-03      6.36020e+00       3.01754e-01       4.34071e+00
  227  2.27e-03      6.42032e+00       2.96418e-01       4.37902e+00
  228  2.28e-03      6.44771e+00       2.77330e-01       4.39091e+00
  229  2.29e-03      6.43748e+00       3.38736e-01       4.40457e+00
  230  2.30e-03      6.57225e+00       2.63864e-01       4.46946e+00
  231  2.31e-03      6.56702e+00       3.16890e-01       4.48364e+00
  232  2.32e-03      6.55534e+00       2.87573e-01       4.46608e+00
  233  2.33e-03      6.65363e+00       3.22696e-01       4.54332e+00
  234  2.34e-03      6.71320e+00       2.82267e-01       4.56956e+00
  235  2.35e-03      6.74403e+00       2.58146e-01       4.58207e+00
  236  2.36e-03      6.72125e+00       3.43175e-01       4.59522e+00
  237  2.37e-03      6.75280e+00       2.94407e-01       4.60000e+00
  238  2.38e-03      6.60247e+00       3.02625e-01       4.50252e+00
  239  2.39e-03      6.56870e+00       2.78362e-01       4.47192e+00
  240  2.40e-03      6.67007e+00       3.08843e-01       4.54966e+00
  241  2.41e-03      6.60597e+00       3.66299e-01       4.52608e+00
  242  2.42e-03      6.66486e+00       3.24234e-01       4.55132e+00
  243  2.43e-03      6.80852e+00       3.38044e-01       4.65169e+00
  244  2.44e-03      6.87386e+00       2.80125e-01       4.67595e+00
  245  2.45e-03      6.88466e+00       3.04212e-01       4.69118e+00
  246  2.46e-03      6.83827e+00       2.50599e-01       4.64238e+00
  247  2.47e-03      6.87347e+00       2.69760e-01       4.67224e+00
  248  2.48e-03      6.91571e+00       3.20007e-01       4.71714e+00
  249  2.49e-03      6.97483e+00       3.49320e-01       4.76633e+00
  250  2.50e-03      7.00169e+00       3.16897e-01       4.77342e+00
  251  2.51e-03      6.96199e+00       3.47756e-01       4.75725e+00
  252  2.52e-03      7.04010e+00       3.36937e-01       4.80572e+00
  253  2.53e-03      7.11852e+00       3.79007e-01       4.87201e+00
  254  2.54e-03      7.21230e+00       3.83220e-01       4.93594e+00
  255  2.55e-03      7.34478e+00       3.78088e-01       5.02255e+00
  256  2.56e-03      7.49359e+00       3.24153e-01       5.10378e+00
  257  2.57e-03      7.51290e+00       2.92550e-01       5.10611e+00
  258  2.58e-03      7.49008e+00       2.69795e-01       5.08332e+00
  259  2.59e-03      7.60271e+00       2.95479e-01       5.16696e+00
  260  2.60e-03      7.56111e+00       2.24215e-01       5.11548e+00
  261  2.61e-03      7.49516e+00       2.95841e-01       5.09539e+00
  262  2.62e-03      7.48742e+00       3.01311e-01       5.09205e+00
  263  2.63e-03      7.62961e+00       2.96896e-01       5.18537e+00
  264  2.64e-03      7.67568e+00       2.62821e-01       5.20472e+00
  265  2.65e-03      7.70961e+00       2.84289e-01       5.23451e+00
  266  2.66e-03      7.77580e+00       2.57977e-01       5.26986e+00
  267  2.67e-03      7.86309e+00       2.39544e-01       5.32191e+00
  268  2.68e-03      7.81236e+00       2.53705e-01       5.29281e+00
  269  2.69e-03      7.78041e+00       3.14206e-01       5.29167e+00
  270  2.70e-03      7.84314e+00       2.71086e-01       5.31912e+00
  271  2.71e-03      7.80081e+00       2.12978e-01       5.27153e+00
  272  2.72e-03      7.80243e+00       3.04935e-01       5.30327e+00
  273  2.73e-03      7.68259e+00       2.47290e-01       5.20415e+00
  274  2.74e-03      7.66128e+00       3.12922e-01       5.21183e+00
  275  2.75e-03      7.71045e+00       2.19276e-01       5.21339e+00
  276  2.76e-03      7.69940e+00       2.47349e-01       5.21538e+00
  277  2.77e-03      7.73158e+00       3.18963e-01       5.26071e+00
  278  2.78e-03      7.79491e+00       2.65552e-01       5.28512e+00
  279  2.79e-03      7.88322e+00       2.23475e-01       5.32997e+00
  280  2.80e-03      7.86756e+00       2.18362e-01       5.31783e+00
  281  2.81e-03      7.98961e+00       2.60280e-01       5.41317e+00
  282  2.82e-03      7.97396e+00       2.70901e-01       5.40628e+00
  283  2.83e-03      8.05866e+00       2.95033e-01       5.47078e+00
  284  2.84e-03      7.99121e+00       2.77275e-01       5.41990e+00
  285  2.85e-03      7.99861e+00       2.59167e-01       5.41879e+00
  286  2.86e-03      8.11539e+00       2.51327e-01       5.49404e+00
  287  2.87e-03      8.17276e+00       2.99716e-01       5.54841e+00
  288  2.88e-03      8.18185e+00       2.91747e-01       5.55182e+00
  289  2.89e-03      8.26377e+00       2.57641e-01       5.59506e+00
  290  2.90e-03      8.30342e+00       2.58003e-01       5.62162e+00
  291  2.91e-03      8.25699e+00       2.85498e-01       5.59983e+00
  292  2.92e-03      8.26350e+00       2.50389e-01       5.59246e+00
  293  2.93e-03      8.29674e+00       2.68866e-01       5.62078e+00
  294  2.94e-03      8.37959e+00       2.65335e-01       5.67484e+00
  295  2.95e-03      8.37122e+00       3.15162e-01       5.68587e+00
  296  2.96e-03      8.42077e+00       3.01219e-01       5.71425e+00
  297  2.97e-03      8.45496e+00       2.66432e-01       5.72545e+00
  298  2.98e-03      8.45449e+00       3.16898e-01       5.74196e+00
  299  2.99e-03      8.42726e+00       3.04520e-01       5.71968e+00
  300  3.00e-03      8.49242e+00       3.11647e-01       5.76550e+00
  301  3.01e-03      8.54527e+00       2.86970e-01       5.79250e+00
  302  3.02e-03      8.70611e+00       3.31851e-01       5.91469e+00
  303  3.03e-03      8.74780e+00       3.48667e-01       5.94809e+00
  304  3.04e-03      8.75584e+00       2.75112e-01       5.92893e+00
  305  3.05e-03      8.76721e+00       3.01182e-01       5.94520e+00
  306  3.06e-03      8.71963e+00       2.95820e-01       5.91169e+00
  307  3.07e-03      8.62976e+00       3.01716e-01       5.85375e+00
  308  3.08e-03      8.65708e+00       2.97387e-01       5.87052e+00
  309  3.09e-03      8.81041e+00       3.34707e-01       5.98518e+00
  310  3.10e-03      8.93827e+00       3.12879e-01       6.06314e+00
  311  3.11e-03      8.92771e+00       3.06068e-01       6.05383e+00
  312  3.12e-03      8.95111e+00       3.11658e-01       6.07129e+00
  313  3.13e-03      9.01159e+00       2.73780e-01       6.09899e+00
  314  3.14e-03      9.07332e+00       3.55858e-01       6.16750e+00
  315  3.15e-03      9.14686e+00       2.93843e-01       6.19585e+00
  316  3.16e-03      9.06447e+00       3.56717e-01       6.16189e+00
  317  3.17e-03      9.15336e+00       3.18049e-01       6.20826e+00
  318  3.18e-03      9.26992e+00       3.19512e-01       6.28645e+00
  319  3.19e-03      9.35905e+00       3.63382e-01       6.36049e+00
  320  3.20e-03      9.41222e+00       2.50884e-01       6.35844e+00
  321  3.21e-03      9.36194e+00       2.43670e-01       6.32252e+00
  322  3.22e-03      9.34892e+00       2.80256e-01       6.32603e+00
  323  3.23e-03      9.29744e+00       2.52641e-01       6.28251e+00
  324  3.24e-03      9.40848e+00       2.74079e-01       6.36368e+00
  325  3.25e-03      9.41202e+00       2.89828e-01       6.37129e+00
  326  3.26e-03      9.39845e+00       2.91072e-01       6.36266e+00
  327  3.27e-03      9.28197e+00       2.56563e-01       6.27350e+00
  328  3.28e-03      9.29282e+00       2.76185e-01       6.28727e+00
  329  3.29e-03      9.30491e+00       2.56899e-01       6.28891e+00
  330  3.30e-03      9.29619e+00       2.43265e-01       6.27855e+00
  331  3.31e-03      9.31953e+00       3.30893e-01       6.32332e+00
  332  3.32e-03      9.43710e+00       2.75312e-01       6.38317e+00
  333  3.33e-03      9.44696e+00       3.51393e-01       6.41510e+00
  334  3.34e-03      9.57995e+00       2.96316e-01       6.48541e+00
