Delta = 1.510e+00 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-06      4.70096e-03       3.85019e-03       4.41737e-03
    2  2.00e-06      7.55835e-03       7.32392e-03       7.48021e-03
    3  3.00e-06      1.08693e-02       1.51248e-02       1.22878e-02
    4  4.00e-06      1.39576e-02       1.56583e-02       1.45245e-02
    5  5.00e-06      1.73919e-02       1.98416e-02       1.82085e-02
    6  6.00e-06      2.12943e-02       2.18299e-02       2.14728e-02
    7  7.00e-06      2.44513e-02       3.06428e-02       2.65151e-02
    8  8.00e-06      2.87139e-02       3.85471e-02       3.19917e-02
    9  9.00e-06      3.28455e-02       4.11839e-02       3.56250e-02
   10  1.00e-05      3.83660e-02       5.45213e-02       4.37511e-02
   11  1.10e-05      4.28948e-02       5.48848e-02       4.68915e-02
   12  1.20e-05      4.39507e-02       6.12081e-02       4.97031e-02
   13  1.30e-05      5.00750e-02       5.86916e-02       5.29472e-02
   14  1.40e-05      5.63196e-02       6.92594e-02       6.06328e-02
   15  1.50e-05      5.71247e-02       6.88248e-02       6.10247e-02
   16  1.60e-05      5.84365e-02       7.83030e-02       6.50587e-02
   17  1.70e-05      6.15713e-02       7.64834e-02       6.65420e-02
   18  1.80e-05      6.37242e-02       8.41511e-02       7.05332e-02
   19  1.90e-05      6.64004e-02       6.88229e-02       6.72079e-02
   20  2.00e-05      7.00169e-02       9.02364e-02       7.67567e-02
   21  2.10e-05      7.48632e-02       9.38387e-02       8.11883e-02
   22  2.20e-05      7.82150e-02       9.76665e-02       8.46988e-02
   23  2.30e-05      8.05680e-02       1.06529e-01       8.92215e-02
   24  2.40e-05      8.20374e-02       1.24313e-01       9.61294e-02
   25  2.50e-05      8.41405e-02       1.00433e-01       8.95714e-02
   26  2.60e-05      8.94670e-02       1.01331e-01       9.34218e-02
   27  2.70e-05      9.26369e-02       1.15332e-01       1.00202e-01
   28  2.80e-05      9.43360e-02       1.07521e-01       9.87310e-02
   29  2.90e-05      9.65994e-02       1.30050e-01       1.07750e-01
   30  3.00e-05      1.01741e-01       1.35396e-01       1.12959e-01
   31  3.10e-05      1.07102e-01       1.26924e-01       1.13709e-01
   32  3.20e-05      1.10513e-01       1.42432e-01       1.21153e-01
   33  3.30e-05      1.15739e-01       1.26270e-01       1.19250e-01
   34  3.40e-05      1.17806e-01       1.31858e-01       1.22490e-01
   35  3.50e-05      1.21553e-01       1.30710e-01       1.24606e-01
   36  3.60e-05      1.20453e-01       1.12213e-01       1.17706e-01
   37  3.70e-05      1.22394e-01       1.19953e-01       1.21580e-01
   38  3.80e-05      1.21243e-01       1.18389e-01       1.20291e-01
   39  3.90e-05      1.20372e-01       1.09110e-01       1.16618e-01
   40  4.00e-05      1.23643e-01       1.24544e-01       1.23943e-01
   41  4.10e-05      1.28763e-01       1.22455e-01       1.26661e-01
   42  4.20e-05      1.34488e-01       1.35114e-01       1.34697e-01
   43  4.30e-05      1.36236e-01       1.48248e-01       1.40240e-01
   44  4.40e-05      1.41722e-01       1.53775e-01       1.45740e-01
