Delta = -1.020e+00 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-06      4.71772e-03       7.96294e-03       5.79946e-03
    2  2.00e-06      7.60101e-03       9.94136e-03       8.38113e-03
    3  3.00e-06      1.11391e-02       1.63904e-02       1.28895e-02
    4  4.00e-06      1.43197e-02       2.03592e-02       1.63329e-02
    5  5.00e-06      1.72819e-02       2.17557e-02       1.87732e-02
    6  6.00e-06      2.09686e-02       2.91499e-02       2.36957e-02
    7  7.00e-06      2.75661e-02       3.64346e-02       3.05222e-02
    8  8.00e-06      3.23421e-02       3.84342e-02       3.43728e-02
    9  9.00e-06      3.55990e-02       4.71453e-02       3.94477e-02
   10  1.00e-05      3.93570e-02       5.15566e-02       4.34235e-02
   11  1.10e-05      4.22133e-02       5.11805e-02       4.52024e-02
   12  1.20e-05      4.67810e-02       4.96708e-02       4.77443e-02
   13  1.30e-05      5.08799e-02       6.02544e-02       5.40047e-02
   14  1.40e-05      5.63209e-02       6.23102e-02       5.83174e-02
   15  1.50e-05      6.08388e-02       6.98226e-02       6.38334e-02
   16  1.60e-05      6.01617e-02       6.80150e-02       6.27795e-02
   17  1.70e-05      6.18799e-02       7.31342e-02       6.56314e-02
   18  1.80e-05      6.31401e-02       7.57392e-02       6.73398e-02
   19  1.90e-05      6.47454e-02       6.63948e-02       6.52952e-02
   20  2.00e-05      6.55871e-02       5.99659e-02       6.37134e-02
   21  2.10e-05      6.88947e-02       7.37146e-02       7.05013e-02
   22  2.20e-05      7.02595e-02       1.03175e-01       8.12314e-02
   23  2.30e-05      7.13075e-02       9.49730e-02       7.91960e-02
   24  2.40e-05      7.58905e-02       8.59500e-02       7.92437e-02
   25  2.50e-05      7.64920e-02       1.10395e-01       8.77930e-02
   26  2.60e-05      8.42217e-02       1.02031e-01       9.01581e-02
   27  2.70e-05      8.67664e-02       9.28840e-02       8.88056e-02
   28  2.80e-05      9.17146e-02       1.00012e-01       9.44804e-02
   29  2.90e-05      9.60818e-02       1.25964e-01       1.06043e-01
   30  3.00e-05      9.82587e-02       9.87697e-02       9.84291e-02
   31  3.10e-05      1.02405e-01       1.38254e-01       1.14355e-01
   32  3.20e-05      1.07493e-01       1.24516e-01       1.13168e-01
   33  3.30e-05      1.11953e-01       1.15291e-01       1.13065e-01
   34  3.40e-05      1.12691e-01       1.46135e-01       1.23839e-01
   35  3.50e-05      1.16100e-01       1.08103e-01       1.13435e-01
   36  3.60e-05      1.22867e-01       1.23142e-01       1.22958e-01
   37  3.70e-05      1.29487e-01       1.58093e-01       1.39022e-01
   38  3.80e-05      1.35363e-01       1.20899e-01       1.30541e-01
   39  3.90e-05      1.39412e-01       1.34289e-01       1.37704e-01
   40  4.00e-05      1.43905e-01       1.66262e-01       1.51357e-01
   41  4.10e-05      1.48220e-01       1.38966e-01       1.45136e-01
   42  4.20e-05      1.51109e-01       1.61812e-01       1.54676e-01
   43  4.30e-05      1.52949e-01       1.53017e-01       1.52972e-01
   44  4.40e-05      1.52802e-01       1.44781e-01       1.50129e-01
   45  4.50e-05      1.58921e-01       1.29193e-01       1.49012e-01
   46  4.60e-05      1.58863e-01       1.83422e-01       1.67050e-01
   47  4.70e-05      1.58030e-01       1.77881e-01       1.64647e-01
   48  4.80e-05      1.60747e-01       1.38208e-01       1.53234e-01
   49  4.90e-05      1.66054e-01       1.75501e-01       1.69203e-01
   50  5.00e-05      1.64874e-01       1.71850e-01       1.67200e-01
   51  5.10e-05      1.64205e-01       1.90012e-01       1.72807e-01
   52  5.20e-05      1.67250e-01       1.65227e-01       1.66575e-01
   53  5.30e-05      1.71281e-01       1.55245e-01       1.65936e-01
   54  5.40e-05      1.70989e-01       1.64850e-01       1.68943e-01
   55  5.50e-05      1.77334e-01       1.84602e-01       1.79757e-01
   56  5.60e-05      1.88364e-01       1.84714e-01       1.87147e-01
   57  5.70e-05      1.92707e-01       1.52149e-01       1.79188e-01
   58  5.80e-05      1.89692e-01       1.81001e-01       1.86795e-01
   59  5.90e-05      2.00281e-01       1.80642e-01       1.93734e-01
   60  6.00e-05      2.07034e-01       1.53826e-01       1.89298e-01
   61  6.10e-05      2.09863e-01       1.79977e-01       1.99901e-01
   62  6.20e-05      2.11260e-01       1.24484e-01       1.82335e-01
   63  6.30e-05      2.15158e-01       1.89670e-01       2.06662e-01
   64  6.40e-05      2.14803e-01       1.93806e-01       2.07804e-01
   65  6.50e-05      2.17625e-01       1.95370e-01       2.10207e-01
   66  6.60e-05      2.13119e-01       2.01869e-01       2.09369e-01
   67  6.70e-05      2.21985e-01       2.05326e-01       2.16432e-01
   68  6.80e-05      2.20021e-01       1.82543e-01       2.07528e-01
   69  6.90e-05      2.21906e-01       1.99849e-01       2.14554e-01
   70  7.00e-05      2.21087e-01       1.92461e-01       2.11545e-01
   71  7.10e-05      2.20691e-01       2.05196e-01       2.15526e-01
   72  7.20e-05      2.26702e-01       2.07281e-01       2.20229e-01
   73  7.30e-05      2.30538e-01       2.19605e-01       2.26894e-01
   74  7.40e-05      2.28987e-01       2.06887e-01       2.21620e-01
   75  7.50e-05      2.36345e-01       1.90811e-01       2.21167e-01
   76  7.60e-05      2.36094e-01       2.38798e-01       2.36995e-01
   77  7.70e-05      2.35860e-01       2.00585e-01       2.24102e-01
   78  7.80e-05      2.34309e-01       1.87890e-01       2.18836e-01
   79  7.90e-05      2.40580e-01       2.37290e-01       2.39484e-01
   80  8.00e-05      2.52849e-01       2.28418e-01       2.44705e-01
   81  8.10e-05      2.58701e-01       2.10911e-01       2.42771e-01
   82  8.20e-05      2.55417e-01       2.32035e-01       2.47623e-01
   83  8.30e-05      2.61184e-01       2.03650e-01       2.42006e-01
   84  8.40e-05      2.71059e-01       1.98973e-01       2.47031e-01
   85  8.50e-05      2.80029e-01       2.42652e-01       2.67570e-01
   86  8.60e-05      2.87714e-01       2.04632e-01       2.60020e-01
   87  8.70e-05      2.82462e-01       1.92266e-01       2.52397e-01
   88  8.80e-05      2.83461e-01       2.04697e-01       2.57206e-01
   89  8.90e-05      2.88894e-01       2.10345e-01       2.62711e-01
   90  9.00e-05      2.96720e-01       1.82764e-01       2.58735e-01
   91  9.10e-05      3.01375e-01       2.14019e-01       2.72256e-01
   92  9.20e-05      2.94350e-01       2.22902e-01       2.70534e-01
   93  9.30e-05      2.98804e-01       2.35668e-01       2.77759e-01
   94  9.40e-05      3.08439e-01       2.21730e-01       2.79536e-01
   95  9.50e-05      3.18965e-01       2.08174e-01       2.82034e-01
   96  9.60e-05      3.17913e-01       2.46422e-01       2.94082e-01
   97  9.70e-05      3.27530e-01       1.96490e-01       2.83850e-01
   98  9.80e-05      3.27161e-01       2.20188e-01       2.91503e-01
   99  9.90e-05      3.29814e-01       2.05002e-01       2.88210e-01
  100  1.00e-04      3.34221e-01       2.41904e-01       3.03449e-01
  101  1.01e-04      3.35003e-01       2.44816e-01       3.04941e-01
  102  1.02e-04      3.34622e-01       2.23633e-01       2.97625e-01
  103  1.03e-04      3.33569e-01       2.04689e-01       2.90609e-01
  104  1.04e-04      3.30308e-01       2.03891e-01       2.88169e-01
  105  1.05e-04      3.28204e-01       2.07788e-01       2.88066e-01
  106  1.06e-04      3.30685e-01       2.31812e-01       2.97727e-01
  107  1.07e-04      3.31161e-01       2.20356e-01       2.94226e-01
  108  1.08e-04      3.27898e-01       2.39338e-01       2.98378e-01
  109  1.09e-04      3.35320e-01       2.57494e-01       3.09378e-01
  110  1.10e-04      3.41689e-01       2.35180e-01       3.06186e-01
  111  1.11e-04      3.48040e-01       2.11830e-01       3.02637e-01
  112  1.12e-04      3.45282e-01       2.21752e-01       3.04105e-01
  113  1.13e-04      3.45893e-01       2.71674e-01       3.21153e-01
  114  1.14e-04      3.47949e-01       2.04611e-01       3.00170e-01
  115  1.15e-04      3.56899e-01       2.47166e-01       3.20322e-01
  116  1.16e-04      3.62308e-01       2.58698e-01       3.27771e-01
  117  1.17e-04      3.72468e-01       2.62521e-01       3.35819e-01
  118  1.18e-04      3.76379e-01       2.84370e-01       3.45710e-01
  119  1.19e-04      3.81878e-01       2.40287e-01       3.34681e-01
  120  1.20e-04      3.81512e-01       2.21651e-01       3.28225e-01
  121  1.21e-04      3.82639e-01       2.14993e-01       3.26757e-01
  122  1.22e-04      3.89167e-01       2.39549e-01       3.39295e-01
  123  1.23e-04      4.04576e-01       2.28690e-01       3.45948e-01
  124  1.24e-04      4.13422e-01       2.53912e-01       3.60252e-01
  125  1.25e-04      4.18540e-01       2.60367e-01       3.65816e-01
  126  1.26e-04      4.23148e-01       2.48900e-01       3.65065e-01
  127  1.27e-04      4.25732e-01       2.48872e-01       3.66778e-01
  128  1.28e-04      4.37810e-01       2.28248e-01       3.67956e-01
  129  1.29e-04      4.43892e-01       2.29200e-01       3.72328e-01
  130  1.30e-04      4.38485e-01       2.92619e-01       3.89863e-01
  131  1.31e-04      4.43082e-01       2.42923e-01       3.76362e-01
  132  1.32e-04      4.44054e-01       2.36006e-01       3.74705e-01
  133  1.33e-04      4.44408e-01       2.39138e-01       3.75984e-01
  134  1.34e-04      4.44765e-01       2.51809e-01       3.80446e-01
  135  1.35e-04      4.50500e-01       2.48759e-01       3.83253e-01
  136  1.36e-04      4.56676e-01       2.39654e-01       3.84335e-01
  137  1.37e-04      4.64525e-01       2.29143e-01       3.86064e-01
  138  1.38e-04      4.67972e-01       3.01940e-01       4.12628e-01
  139  1.39e-04      4.67913e-01       2.36609e-01       3.90811e-01
  140  1.40e-04      4.67676e-01       2.49659e-01       3.95004e-01
  141  1.41e-04      4.76411e-01       2.59574e-01       4.04132e-01
  142  1.42e-04      4.76269e-01       3.34698e-01       4.29079e-01
  143  1.43e-04      4.77451e-01       2.23236e-01       3.92713e-01
  144  1.44e-04      4.83433e-01       2.58886e-01       4.08584e-01
  145  1.45e-04      4.73445e-01       2.55723e-01       4.00871e-01
  146  1.46e-04      4.79943e-01       2.84031e-01       4.14639e-01
  147  1.47e-04      4.85419e-01       3.33912e-01       4.34917e-01
  148  1.48e-04      4.82020e-01       2.97739e-01       4.20593e-01
  149  1.49e-04      4.79877e-01       3.05359e-01       4.21705e-01
  150  1.50e-04      4.88145e-01       2.45086e-01       4.07125e-01
  151  1.51e-04      4.90974e-01       3.11080e-01       4.31009e-01
  152  1.52e-04      4.96456e-01       2.90329e-01       4.27747e-01
  153  1.53e-04      5.05663e-01       2.75333e-01       4.28887e-01
  154  1.54e-04      5.10038e-01       3.22793e-01       4.47623e-01
  155  1.55e-04      5.18708e-01       3.02622e-01       4.46679e-01
  156  1.56e-04      5.19273e-01       2.66102e-01       4.34883e-01
  157  1.57e-04      5.11855e-01       3.09290e-01       4.44333e-01
  158  1.58e-04      5.07141e-01       3.71267e-01       4.61850e-01
  159  1.59e-04      5.07528e-01       3.23819e-01       4.46292e-01
  160  1.60e-04      5.09090e-01       3.11717e-01       4.43299e-01
  161  1.61e-04      5.13777e-01       3.20529e-01       4.49361e-01
  162  1.62e-04      5.12794e-01       2.96351e-01       4.40647e-01
  163  1.63e-04      5.24175e-01       2.88846e-01       4.45732e-01
  164  1.64e-04      5.25259e-01       3.39984e-01       4.63501e-01
  165  1.65e-04      5.30282e-01       3.09823e-01       4.56796e-01
  166  1.66e-04      5.36944e-01       2.66838e-01       4.46909e-01
  167  1.67e-04      5.38315e-01       2.89789e-01       4.55473e-01
  168  1.68e-04      5.52175e-01       3.18996e-01       4.74449e-01
  169  1.69e-04      5.44888e-01       3.19826e-01       4.69868e-01
  170  1.70e-04      5.48870e-01       3.12899e-01       4.70213e-01
  171  1.71e-04      5.59452e-01       2.78104e-01       4.65669e-01
  172  1.72e-04      5.60511e-01       3.52359e-01       4.91127e-01
  173  1.73e-04      5.62401e-01       2.56357e-01       4.60386e-01
  174  1.74e-04      5.66756e-01       2.64991e-01       4.66168e-01
  175  1.75e-04      5.73393e-01       3.07544e-01       4.84776e-01
  176  1.76e-04      5.81576e-01       2.83339e-01       4.82164e-01
  177  1.77e-04      5.80687e-01       2.77601e-01       4.79658e-01
  178  1.78e-04      5.77779e-01       2.75135e-01       4.76897e-01
  179  1.79e-04      5.77364e-01       3.18564e-01       4.91097e-01
  180  1.80e-04      5.74246e-01       3.50130e-01       4.99541e-01
  181  1.81e-04      5.91131e-01       3.08526e-01       4.96929e-01
  182  1.82e-04      5.87021e-01       3.25820e-01       4.99954e-01
  183  1.83e-04      5.87052e-01       3.37475e-01       5.03860e-01
  184  1.84e-04      5.91603e-01       2.62951e-01       4.82052e-01
  185  1.85e-04      5.94643e-01       2.99032e-01       4.96106e-01
  186  1.86e-04      5.96650e-01       2.85160e-01       4.92820e-01
  187  1.87e-04      6.19010e-01       2.63062e-01       5.00360e-01
  188  1.88e-04      6.25440e-01       3.08072e-01       5.19650e-01
  189  1.89e-04      6.18826e-01       2.98615e-01       5.12089e-01
  190  1.90e-04      6.20162e-01       2.79743e-01       5.06689e-01
  191  1.91e-04      6.22183e-01       2.88986e-01       5.11117e-01
  192  1.92e-04      6.16759e-01       3.76103e-01       5.36540e-01
  193  1.93e-04      6.19576e-01       3.62379e-01       5.33843e-01
  194  1.94e-04      6.18771e-01       2.98053e-01       5.11865e-01
  195  1.95e-04      6.18122e-01       3.15813e-01       5.17352e-01
  196  1.96e-04      6.24470e-01       2.90329e-01       5.13090e-01
  197  1.97e-04      6.24198e-01       2.96826e-01       5.15074e-01
  198  1.98e-04      6.32815e-01       3.16726e-01       5.27452e-01
  199  1.99e-04      6.34160e-01       3.38787e-01       5.35703e-01
  200  2.00e-04      6.31239e-01       3.14879e-01       5.25786e-01
  201  2.01e-04      6.42518e-01       3.67567e-01       5.50867e-01
  202  2.02e-04      6.54788e-01       3.31234e-01       5.46937e-01
  203  2.03e-04      6.53300e-01       3.20358e-01       5.42319e-01
  204  2.04e-04      6.54428e-01       3.14283e-01       5.41047e-01
  205  2.05e-04      6.59407e-01       2.77758e-01       5.32191e-01
  206  2.06e-04      6.60703e-01       3.87410e-01       5.69605e-01
  207  2.07e-04      6.72692e-01       3.12243e-01       5.52542e-01
  208  2.08e-04      6.71926e-01       3.38637e-01       5.60830e-01
  209  2.09e-04      6.86914e-01       3.72109e-01       5.81979e-01
  210  2.10e-04      6.98714e-01       3.14409e-01       5.70613e-01
  211  2.11e-04      7.04088e-01       3.35956e-01       5.81377e-01
  212  2.12e-04      6.95204e-01       2.85969e-01       5.58792e-01
  213  2.13e-04      7.07600e-01       3.12683e-01       5.75961e-01
  214  2.14e-04      7.20524e-01       2.82584e-01       5.74544e-01
  215  2.15e-04      7.29559e-01       3.33224e-01       5.97448e-01
  216  2.16e-04      7.30495e-01       3.20610e-01       5.93866e-01
  217  2.17e-04      7.40347e-01       3.44695e-01       6.08463e-01
  218  2.18e-04      7.38590e-01       2.66710e-01       5.81296e-01
  219  2.19e-04      7.36997e-01       3.36900e-01       6.03632e-01
  220  2.20e-04      7.36472e-01       2.95057e-01       5.89334e-01
  221  2.21e-04      7.39413e-01       3.51363e-01       6.10063e-01
  222  2.22e-04      7.38956e-01       3.08086e-01       5.95332e-01
  223  2.23e-04      7.45504e-01       3.29115e-01       6.06708e-01
  224  2.24e-04      7.49503e-01       2.90450e-01       5.96485e-01
  225  2.25e-04      7.43519e-01       2.74127e-01       5.87055e-01
  226  2.26e-04      7.49563e-01       3.33026e-01       6.10717e-01
  227  2.27e-04      7.43013e-01       2.83855e-01       5.89961e-01
  228  2.28e-04      7.49900e-01       3.04754e-01       6.01518e-01
  229  2.29e-04      7.46622e-01       3.31642e-01       6.08295e-01
  230  2.30e-04      7.47484e-01       3.21533e-01       6.05500e-01
  231  2.31e-04      7.58771e-01       2.91743e-01       6.03095e-01
  232  2.32e-04      7.67958e-01       3.51391e-01       6.29102e-01
  233  2.33e-04      7.75929e-01       3.54382e-01       6.35414e-01
  234  2.34e-04      7.77770e-01       3.13809e-01       6.23117e-01
  235  2.35e-04      7.85110e-01       3.56332e-01       6.42184e-01
  236  2.36e-04      7.88034e-01       3.10833e-01       6.28967e-01
  237  2.37e-04      7.95937e-01       2.72644e-01       6.21506e-01
  238  2.38e-04      8.02747e-01       3.42425e-01       6.49307e-01
  239  2.39e-04      8.14321e-01       3.03782e-01       6.44141e-01
