Delta = 4.737e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-05      2.92030e-02       5.11737e-02       3.65266e-02
    2  2.00e-05      5.94808e-02       8.81406e-02       6.90340e-02
    3  3.00e-05      8.73042e-02       1.09316e-01       9.46415e-02
    4  4.00e-05      1.24211e-01       1.57952e-01       1.35458e-01
    5  5.00e-05      1.67124e-01       1.98274e-01       1.77507e-01
    6  6.00e-05      2.06243e-01       1.79563e-01       1.97350e-01
    7  7.00e-05      2.41525e-01       2.19581e-01       2.34210e-01
    8  8.00e-05      2.80896e-01       2.14588e-01       2.58794e-01
    9  9.00e-05      3.05998e-01       2.30793e-01       2.80930e-01
   10  1.00e-04      3.45903e-01       2.11631e-01       3.01146e-01
   11  1.10e-04      3.66487e-01       2.06011e-01       3.12995e-01
   12  1.20e-04      4.20671e-01       2.71221e-01       3.70855e-01
   13  1.30e-04      4.51733e-01       2.73784e-01       3.92417e-01
   14  1.40e-04      4.89856e-01       2.34227e-01       4.04646e-01
   15  1.50e-04      5.26459e-01       2.90251e-01       4.47723e-01
   16  1.60e-04      5.55876e-01       2.82206e-01       4.64653e-01
   17  1.70e-04      5.54760e-01       2.94819e-01       4.68113e-01
   18  1.80e-04      5.66188e-01       3.11894e-01       4.81423e-01
   19  1.90e-04      6.31246e-01       3.91665e-01       5.51386e-01
   20  2.00e-04      6.54354e-01       3.46610e-01       5.51772e-01
   21  2.10e-04      6.76703e-01       3.32961e-01       5.62122e-01
   22  2.20e-04      7.25090e-01       3.68738e-01       6.06306e-01
   23  2.30e-04      7.45832e-01       3.19814e-01       6.03826e-01
   24  2.40e-04      7.74413e-01       3.35582e-01       6.28136e-01
   25  2.50e-04      8.16885e-01       3.32785e-01       6.55518e-01
   26  2.60e-04      8.45113e-01       2.80965e-01       6.57064e-01
   27  2.70e-04      8.63686e-01       2.59937e-01       6.62436e-01
   28  2.80e-04      9.29963e-01       2.59164e-01       7.06363e-01
   29  2.90e-04      9.96178e-01       3.00391e-01       7.64249e-01
   30  3.00e-04      1.07971e+00       2.64690e-01       8.08037e-01
   31  3.10e-04      1.09512e+00       3.36007e-01       8.42083e-01
   32  3.20e-04      1.10552e+00       2.92996e-01       8.34679e-01
   33  3.30e-04      1.17244e+00       3.55309e-01       9.00065e-01
   34  3.40e-04      1.15639e+00       2.84884e-01       8.65886e-01
   35  3.50e-04      1.17517e+00       3.27710e-01       8.92684e-01
   36  3.60e-04      1.20489e+00       3.32328e-01       9.14036e-01
   37  3.70e-04      1.27377e+00       3.46648e-01       9.64729e-01
   38  3.80e-04      1.36759e+00       3.03584e-01       1.01292e+00
   39  3.90e-04      1.40976e+00       3.10563e-01       1.04336e+00
   40  4.00e-04      1.41954e+00       3.20076e-01       1.05305e+00
   41  4.10e-04      1.49488e+00       3.37667e-01       1.10914e+00
   42  4.20e-04      1.55012e+00       3.43061e-01       1.14777e+00
   43  4.30e-04      1.61933e+00       2.94518e-01       1.17773e+00
   44  4.40e-04      1.65128e+00       2.91247e-01       1.19794e+00
   45  4.50e-04      1.76768e+00       2.64174e-01       1.26651e+00
   46  4.60e-04      1.81264e+00       3.00941e-01       1.30874e+00
   47  4.70e-04      1.81616e+00       3.18087e-01       1.31680e+00
   48  4.80e-04      1.84519e+00       2.92008e-01       1.32746e+00
