Delta = 1.102e+00 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-06      3.26277e-03       3.19359e-03       3.23971e-03
    2  2.00e-06      6.32582e-03       9.59176e-03       7.41447e-03
    3  3.00e-06      1.08285e-02       1.51043e-02       1.22538e-02
    4  4.00e-06      1.50747e-02       2.11854e-02       1.71116e-02
    5  5.00e-06      1.81933e-02       2.45349e-02       2.03072e-02
    6  6.00e-06      2.21920e-02       2.20761e-02       2.21534e-02
    7  7.00e-06      2.64796e-02       2.40653e-02       2.56748e-02
    8  8.00e-06      3.09317e-02       2.60129e-02       2.92921e-02
    9  9.00e-06      3.56982e-02       3.04972e-02       3.39646e-02
   10  1.00e-05      3.95654e-02       4.03844e-02       3.98384e-02
   11  1.10e-05      4.44667e-02       5.26302e-02       4.71878e-02
   12  1.20e-05      4.97579e-02       5.42412e-02       5.12524e-02
   13  1.30e-05      5.62082e-02       6.24565e-02       5.82910e-02
   14  1.40e-05      6.02074e-02       5.89724e-02       5.97958e-02
   15  1.50e-05      6.27806e-02       6.10657e-02       6.22090e-02
   16  1.60e-05      6.47615e-02       6.82712e-02       6.59314e-02
   17  1.70e-05      6.87937e-02       5.86478e-02       6.54117e-02
   18  1.80e-05      7.07877e-02       6.75724e-02       6.97159e-02
   19  1.90e-05      7.55661e-02       6.75618e-02       7.28980e-02
   20  2.00e-05      7.91671e-02       7.50738e-02       7.78026e-02
   21  2.10e-05      8.48621e-02       8.32062e-02       8.43102e-02
   22  2.20e-05      8.88020e-02       9.48906e-02       9.08315e-02
   23  2.30e-05      8.92586e-02       9.34632e-02       9.06601e-02
   24  2.40e-05      9.35632e-02       8.98733e-02       9.23332e-02
   25  2.50e-05      1.01217e-01       9.75359e-02       9.99901e-02
   26  2.60e-05      1.06481e-01       1.25240e-01       1.12734e-01
   27  2.70e-05      1.06748e-01       1.13866e-01       1.09121e-01
   28  2.80e-05      1.13419e-01       1.22714e-01       1.16517e-01
   29  2.90e-05      1.13405e-01       1.31256e-01       1.19356e-01
   30  3.00e-05      1.19068e-01       1.52052e-01       1.30063e-01
   31  3.10e-05      1.27733e-01       1.40258e-01       1.31908e-01
   32  3.20e-05      1.26918e-01       1.29923e-01       1.27920e-01
   33  3.30e-05      1.31897e-01       1.44395e-01       1.36063e-01
   34  3.40e-05      1.33673e-01       1.18371e-01       1.28572e-01
   35  3.50e-05      1.33684e-01       1.36774e-01       1.34714e-01
   36  3.60e-05      1.38054e-01       1.66366e-01       1.47491e-01
   37  3.70e-05      1.40179e-01       1.22446e-01       1.34268e-01
   38  3.80e-05      1.42785e-01       1.56750e-01       1.47440e-01
   39  3.90e-05      1.43938e-01       1.40140e-01       1.42672e-01
   40  4.00e-05      1.55318e-01       1.31559e-01       1.47398e-01
   41  4.10e-05      1.55638e-01       1.81051e-01       1.64109e-01
   42  4.20e-05      1.58272e-01       1.44465e-01       1.53670e-01
   43  4.30e-05      1.62346e-01       1.81532e-01       1.68741e-01
   44  4.40e-05      1.68005e-01       1.69967e-01       1.68659e-01
   45  4.50e-05      1.72405e-01       1.47133e-01       1.63981e-01
   46  4.60e-05      1.69939e-01       1.60574e-01       1.66817e-01
   47  4.70e-05      1.75010e-01       1.54971e-01       1.68331e-01
   48  4.80e-05      1.74809e-01       1.85250e-01       1.78289e-01
   49  4.90e-05      1.78594e-01       1.82957e-01       1.80049e-01
   50  5.00e-05      1.81934e-01       1.75020e-01       1.79630e-01
   51  5.10e-05      1.82404e-01       2.33276e-01       1.99362e-01
   52  5.20e-05      1.85600e-01       1.68212e-01       1.79804e-01
   53  5.30e-05      1.84890e-01       1.92796e-01       1.87525e-01
   54  5.40e-05      1.89573e-01       2.02185e-01       1.93777e-01
   55  5.50e-05      1.98932e-01       1.88092e-01       1.95319e-01
   56  5.60e-05      2.05398e-01       2.03294e-01       2.04697e-01
   57  5.70e-05      2.11371e-01       2.05390e-01       2.09377e-01
   58  5.80e-05      2.13192e-01       1.93944e-01       2.06776e-01
   59  5.90e-05      2.11178e-01       2.08177e-01       2.10178e-01
   60  6.00e-05      2.20155e-01       2.03976e-01       2.14762e-01
   61  6.10e-05      2.21243e-01       2.26601e-01       2.23029e-01
   62  6.20e-05      2.16358e-01       2.27820e-01       2.20179e-01
   63  6.30e-05      2.20781e-01       2.44138e-01       2.28566e-01
   64  6.40e-05      2.32836e-01       2.47903e-01       2.37858e-01
   65  6.50e-05      2.34188e-01       2.76317e-01       2.48231e-01
   66  6.60e-05      2.38993e-01       2.33391e-01       2.37126e-01
