Delta = 3.684e-01 gamma
 step      t        T_in_plane/mK   T_out_of_plane/mK   T_tot/mK
    0  0.00e+00      1.88638e-29       0.00000e+00       1.25759e-29
    1  1.00e-05      3.62237e-02       4.38574e-02       3.87683e-02
    2  2.00e-05      7.93487e-02       7.87758e-02       7.91577e-02
    3  3.00e-05      1.05797e-01       1.25084e-01       1.12226e-01
    4  4.00e-05      1.40569e-01       1.69632e-01       1.50257e-01
    5  5.00e-05      1.61671e-01       2.07225e-01       1.76855e-01
    6  6.00e-05      2.09581e-01       2.07296e-01       2.08819e-01
    7  7.00e-05      2.33528e-01       2.14737e-01       2.27264e-01
    8  8.00e-05      2.41880e-01       2.30656e-01       2.38139e-01
    9  9.00e-05      2.85281e-01       2.12159e-01       2.60907e-01
   10  1.00e-04      3.11040e-01       2.36097e-01       2.86059e-01
   11  1.10e-04      3.44221e-01       2.85356e-01       3.24600e-01
   12  1.20e-04      3.76768e-01       2.21004e-01       3.24846e-01
   13  1.30e-04      4.26263e-01       2.16562e-01       3.56363e-01
   14  1.40e-04      4.62775e-01       3.03709e-01       4.09753e-01
   15  1.50e-04      5.07909e-01       2.35620e-01       4.17146e-01
   16  1.60e-04      5.48100e-01       2.32865e-01       4.43022e-01
   17  1.70e-04      5.56108e-01       2.41394e-01       4.51203e-01
   18  1.80e-04      6.02293e-01       2.87798e-01       4.97461e-01
   19  1.90e-04      6.48544e-01       3.48408e-01       5.48498e-01
   20  2.00e-04      6.66444e-01       2.92930e-01       5.41939e-01
   21  2.10e-04      7.41580e-01       3.11879e-01       5.98346e-01
   22  2.20e-04      7.76525e-01       3.06447e-01       6.19833e-01
   23  2.30e-04      8.29478e-01       2.77107e-01       6.45354e-01
   24  2.40e-04      8.38544e-01       3.39566e-01       6.72218e-01
   25  2.50e-04      8.66501e-01       3.42404e-01       6.91802e-01
   26  2.60e-04      9.34981e-01       2.52936e-01       7.07633e-01
   27  2.70e-04      9.47914e-01       3.36794e-01       7.44208e-01
   28  2.80e-04      1.01010e+00       3.04815e-01       7.75004e-01
   29  2.90e-04      1.04046e+00       2.94329e-01       7.91750e-01
   30  3.00e-04      1.08103e+00       3.40366e-01       8.34144e-01
   31  3.10e-04      1.09546e+00       2.94665e-01       8.28529e-01
   32  3.20e-04      1.13645e+00       3.02983e-01       8.58627e-01
   33  3.30e-04      1.16325e+00       3.35777e-01       8.87424e-01
   34  3.40e-04      1.18872e+00       3.61890e-01       9.13107e-01
   35  3.50e-04      1.18702e+00       3.07761e-01       8.93934e-01
   36  3.60e-04      1.20281e+00       3.03157e-01       9.02927e-01
   37  3.70e-04      1.20425e+00       3.67056e-01       9.25182e-01
   38  3.80e-04      1.28110e+00       3.00586e-01       9.54259e-01
   39  3.90e-04      1.32674e+00       2.99899e-01       9.84461e-01
   40  4.00e-04      1.36242e+00       3.08110e-01       1.01099e+00
   41  4.10e-04      1.42941e+00       2.84273e-01       1.04770e+00
   42  4.20e-04      1.44003e+00       2.77193e-01       1.05242e+00
   43  4.30e-04      1.44783e+00       2.79852e-01       1.05851e+00
   44  4.40e-04      1.44917e+00       2.91101e-01       1.06315e+00
   45  4.50e-04      1.49850e+00       3.47829e-01       1.11494e+00
   46  4.60e-04      1.54145e+00       3.69521e-01       1.15081e+00
   47  4.70e-04      1.59225e+00       3.18248e-01       1.16758e+00
   48  4.80e-04      1.66729e+00       3.20803e-01       1.21846e+00
   49  4.90e-04      1.70804e+00       3.86623e-01       1.26757e+00
   50  5.00e-04      1.71852e+00       3.83262e-01       1.27344e+00
   51  5.10e-04      1.70051e+00       3.43301e-01       1.24811e+00
   52  5.20e-04      1.74226e+00       3.26677e-01       1.27040e+00
   53  5.30e-04      1.79620e+00       3.14420e-01       1.30228e+00
